"Timestamp","n_mints","trick_or_treat","archie_girls","the_dress","imitation","friday_or_saturday"
2015-10-28 16:42:38,3,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-28 16:43:04,4,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-28 16:43:01,2,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 16:43:28,2,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-28 16:43:34,42,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 16:43:59,8,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-28 16:44:04,69,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 16:44:04,3,FALSE,"Veronica","White and gold","Laziness","Sunday"
2015-10-28 16:44:06,5,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-28 16:44:40,8,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-28 16:45:02,4,FALSE,"Betty","White and gold","Lazily flattering someone","Sunday"
2015-10-28 16:45:14,5,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-28 16:45:16,8,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-28 16:45:26,156248,FALSE,"???","White and gold","Lazily flattering someone","Friday"
2015-10-28 16:48:35,7,FALSE,"Betty","Blue and black","Flattery","Sunday"
2015-10-28 16:46:05,7,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-28 16:46:18,6,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-28 16:46:22,7,FALSE,"Betty","Blue and black","Flattery","Sunday"
2015-10-28 16:46:25,4,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 16:46:45,12,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 16:46:46,7,FALSE,"???","Blue and black","Lazily flattering someone","Friday"
2015-10-28 16:46:48,4,FALSE,"???","Blue and black","Lazily flattering someone","Friday"
2015-10-28 16:46:54,6,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 16:46:58,4,FALSE,"Betty","Blue and black","Flattery","Sunday"
2015-10-28 16:47:15,4,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 16:47:18,53,FALSE,"???","Blue and black","Lazily flattering someone","Friday"
2015-10-28 16:47:25,8,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-28 16:47:43,8,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-28 16:47:59,8,FALSE,"Betty",NA,"Laziness","Friday"
2015-10-28 16:48:04,4,FALSE,"Betty","White and gold","Flattery","Sunday"
2015-10-28 16:48:06,69,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 16:48:07,7,FALSE,"Betty","Blue and black","Laziness","Sunday"
2015-10-28 16:48:15,4,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 16:48:35,7,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 16:48:40,7,FALSE,"Veronica","White and gold","Laziness","Sunday"
2015-10-28 16:48:54,15,FALSE,"???","Blue and black","Lazily flattering someone","Friday"
2015-10-28 16:49:13,10,FALSE,"???","Blue and black","Lazily flattering someone","Friday"
2015-10-28 16:49:27,5,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 16:49:37,5,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 16:49:38,3,FALSE,"Veronica",NA,"Lazily flattering someone","Friday"
2015-10-28 16:49:47,15,FALSE,"Betty","White and gold","Laziness","Friday"
2015-10-28 16:50:07,13,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 16:50:15,5,FALSE,"Betty","White and gold","Laziness","Sunday"
2015-10-28 16:50:25,5,FALSE,"???","Blue and black","Laziness","Sunday"
2015-10-28 16:50:26,8,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-28 16:50:46,8,FALSE,"???","Blue and black",NA,NA
2015-10-28 16:53:08,3,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 16:50:49,5,FALSE,"???","Blue and black","Lazily flattering someone","Friday"
2015-10-28 16:51:02,9,FALSE,"Betty","Blue and black","Laziness","Friday"
2015-10-28 16:51:06,5,FALSE,"???","Blue and black","Flattery","Friday"
2015-10-28 16:51:07,4,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 16:51:47,5,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 16:51:38,3,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 16:52:24,10,FALSE,"Betty","White and gold","Lazily flattering someone","Sunday"
2015-10-28 16:52:24,5,FALSE,"Betty","Blue and black","Flattery","Sunday"
2015-10-28 16:52:28,4,FALSE,"???","White and gold","Lazily flattering someone","Sunday"
2015-10-28 16:52:32,3,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-28 16:52:54,3,FALSE,"Betty","Blue and black","Flattery","Sunday"
2015-10-28 16:53:15,3,FALSE,"Betty","White and gold","Laziness","Sunday"
2015-10-28 16:53:21,3,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 16:53:32,23,FALSE,"Veronica",NA,NA,NA
2015-10-28 16:53:35,2,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 16:53:36,2,FALSE,"???","White and gold","Lazily flattering someone","Friday"
2015-10-28 16:53:52,8,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 16:54:02,2,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-28 16:54:18,14,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 16:54:22,8,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 16:54:27,6,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-28 16:54:28,4,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-28 16:54:46,5000,FALSE,"???","Blue and black","Laziness","Sunday"
2015-10-28 16:54:56,3,FALSE,"???","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 16:55:06,5,FALSE,"???","White and gold","Lazily flattering someone","Friday"
2015-10-28 16:55:24,73,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-28 16:55:26,4,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 16:55:43,4,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-28 16:56:33,14,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-28 16:56:34,8,FALSE,"???","Blue and black","Flattery","Sunday"
2015-10-28 16:56:42,3,FALSE,"Betty","White and gold","Flattery","Sunday"
2015-10-28 16:56:51,8,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 16:57:23,7,FALSE,"???","Blue and black","Laziness","Sunday"
2015-10-28 16:57:34,17,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 16:58:03,42,FALSE,"???","White and gold","Lazily flattering someone","Sunday"
2015-10-28 16:58:10,3,FALSE,"Betty","Blue and black","Laziness","Sunday"
2015-10-28 16:58:48,15,FALSE,"Betty","White and gold","Flattery","Sunday"
2015-10-28 16:59:32,4,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 16:59:45,5,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-28 16:59:56,23,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:00:21,7,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:00:38,5,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:00:51,4,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:00:55,8,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-28 17:00:57,8,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:01:13,22,FALSE,"???","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:01:16,5,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-28 17:01:40,4,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-28 17:01:46,1,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:01:47,3,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-28 17:02:03,2,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:02:13,21,FALSE,"???","Blue and black","Laziness","Friday"
2015-10-28 17:02:16,7,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:02:16,6,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:02:25,6,FALSE,"Veronica","White and gold","Laziness","Sunday"
2015-10-28 17:02:41,5,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:03:06,13,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-28 17:03:18,2,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:03:22,3,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:03:26,4,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:03:38,17,FALSE,"???","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:03:43,3,FALSE,"Betty",NA,"Lazily flattering someone","Friday"
2015-10-28 17:03:54,7,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-28 17:03:57,9,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:04:18,7,FALSE,"Betty","Blue and black","Laziness","Friday"
2015-10-28 17:04:19,4,FALSE,"???",NA,"Lazily flattering someone","Sunday"
2015-10-28 17:04:49,4,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:05:14,3,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:05:24,18,FALSE,NA,"Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:05:50,4,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:05:57,3,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:05:59,6,FALSE,"Betty","Blue and black","Flattery","Sunday"
2015-10-28 17:06:06,28,FALSE,"???","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:06:32,5,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-28 17:06:37,7,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:07:08,3,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:07:09,11,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:07:15,3,FALSE,"Betty","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:07:18,2,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:07:39,3,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:07:50,4,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-28 17:07:55,5,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-28 17:07:59,3,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-28 17:08:25,13,FALSE,"???","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:08:31,2,FALSE,"???","Blue and black","Flattery","Friday"
2015-10-28 17:08:34,6,FALSE,"???","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:08:45,5,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-28 17:08:54,42,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-28 17:08:54,17,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:08:57,5,FALSE,"Betty","White and gold","Flattery","Sunday"
2015-10-28 17:09:49,42,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:09:50,3,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:10:03,4,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-28 17:10:09,66,FALSE,"Veronica","Blue and black","Laziness","Friday"
2015-10-28 17:10:36,5,FALSE,"Betty","White and gold","Flattery","Sunday"
2015-10-28 17:10:43,5,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:10:57,7,FALSE,"Betty","White and gold","Flattery","Sunday"
2015-10-28 17:11:07,8,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-28 17:11:27,6,FALSE,"???","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:11:28,3,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:11:33,17,FALSE,"Betty","Blue and black","Laziness","Friday"
2015-10-28 17:11:50,11,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:12:06,5,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:12:33,4,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:13:17,4,FALSE,"Betty","Blue and black","Laziness","Friday"
2015-10-28 17:13:22,5,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:13:32,5,FALSE,"Betty","White and gold","Flattery","Sunday"
2015-10-28 17:13:56,12,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:13:58,23,FALSE,"???","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:14:10,12,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:14:16,25,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:14:27,6,FALSE,"Betty","Blue and black","Flattery","Sunday"
2015-10-28 17:14:49,6,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-28 17:14:51,5,FALSE,"???","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:15:17,17,FALSE,"???","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:15:52,2,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-28 17:16:18,12,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:16:27,5,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:16:27,6,FALSE,"Betty","White and gold","Laziness","Friday"
2015-10-28 17:16:33,5,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-28 17:16:46,26,FALSE,"???","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:16:53,3,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-28 17:17:13,5,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-28 17:17:25,7,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:17:50,2,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:18:34,4,FALSE,"Betty","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:18:35,5,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:18:59,5,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:19:01,4,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-28 17:19:34,8,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:19:53,4,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-28 17:19:57,7,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:19:58,9,FALSE,"???","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:20:12,6,FALSE,"Betty","Blue and black","Laziness","Sunday"
2015-10-28 17:20:13,5,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:20:38,5,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-28 17:20:45,31,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:21:12,13,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:21:20,14,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:22:20,1,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-28 17:22:30,10,FALSE,"Betty","Blue and black","Laziness","Sunday"
2015-10-28 17:23:05,56,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:23:22,4,FALSE,"???","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:23:39,12,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-28 17:23:41,17,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-28 17:23:42,4,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:23:54,7,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:23:55,6,FALSE,"???","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:24:38,2,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:24:54,4,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-28 17:25:50,2,FALSE,"Veronica","White and gold","Laziness","Friday"
2015-10-28 17:26:01,5,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:26:14,7,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:27:33,17,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-28 17:27:49,5,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:28:06,450,FALSE,"Betty","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:28:23,3,FALSE,"Betty","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:29:05,45,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:29:07,5,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-28 17:29:17,6,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:29:59,2,FALSE,"Betty","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:30:04,73,FALSE,"Veronica",NA,"Flattery","Sunday"
2015-10-28 17:30:25,5,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:30:31,5,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-28 17:31:02,7,FALSE,"???","Blue and black","Flattery","Sunday"
2015-10-28 17:31:12,3,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-28 17:31:22,24,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:31:42,8,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-28 17:31:45,12,FALSE,"???","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:31:57,12,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:32:00,3,FALSE,"Betty",NA,"Lazily flattering someone","Friday"
2015-10-28 17:32:35,3,FALSE,"Betty","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:32:48,3,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-28 17:33:13,23,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:33:18,5,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:33:45,2,FALSE,"Betty","White and gold","Flattery","Sunday"
2015-10-28 17:34:16,8,FALSE,"Betty","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:34:22,7,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-28 17:34:41,4,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:38:56,14,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:35:20,6,FALSE,"Betty","White and gold","Laziness","Friday"
2015-10-28 17:35:31,14,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-28 17:35:37,6,FALSE,"???","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:35:38,8,FALSE,"Betty","Blue and black","Laziness","Friday"
2015-10-28 17:35:45,7,FALSE,"???","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:35:49,2,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:35:52,3,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-28 17:36:09,5,FALSE,"Betty","Blue and black","Laziness","Friday"
2015-10-28 17:37:09,3,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:38:10,7,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:38:15,3,FALSE,"Veronica","Blue and black","Laziness","Sunday"
2015-10-28 17:38:25,5,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-28 17:38:34,12,FALSE,"???","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:39:05,5,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:39:08,4,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:39:22,4,FALSE,"???","White and gold","Laziness","Friday"
2015-10-28 17:40:03,7,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:40:13,3,FALSE,"???","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:40:35,41,FALSE,"Veronica","Blue and black","Laziness","Friday"
2015-10-28 17:41:48,4,FALSE,"???","White and gold","Laziness","Sunday"
2015-10-28 17:41:59,2,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-28 17:42:09,6,FALSE,"???","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:42:18,4,FALSE,"???","Blue and black","Flattery","Friday"
2015-10-28 17:42:35,5,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:42:45,5,FALSE,"???","Blue and black","Flattery","Friday"
2015-10-28 17:43:17,5,FALSE,"Veronica","Blue and black","Laziness","Sunday"
2015-10-28 17:43:55,17,FALSE,"Betty","White and gold","Flattery","Sunday"
2015-10-28 17:43:58,4,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:44:13,5,FALSE,"Betty","Blue and black","Laziness","Friday"
2015-10-28 17:44:17,6,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-28 17:44:30,3,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:44:38,24,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-28 17:44:39,7,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-28 17:44:43,42,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:45:15,4,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-28 17:45:45,5,FALSE,"Betty",NA,"Lazily flattering someone","Sunday"
2015-10-28 17:45:47,42,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:46:10,6,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:46:16,4,FALSE,"???","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:46:25,13,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:46:55,3,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:46:57,3,FALSE,"Veronica","White and gold","Flattery","Sunday"
2015-10-28 17:47:24,6,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:48:07,9,FALSE,"???","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:48:37,5,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:48:58,6,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-28 17:49:06,25,FALSE,"Betty","Blue and black","Flattery","Sunday"
2015-10-28 17:49:09,15,FALSE,"Betty","Blue and black","Laziness","Friday"
2015-10-28 17:49:29,1,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:49:30,5,FALSE,"???","Blue and black","Flattery","Sunday"
2015-10-28 17:49:31,7,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:49:43,13,FALSE,"Betty",NA,"Flattery","Friday"
2015-10-28 17:50:13,5,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-28 17:50:32,5,FALSE,"Betty","Blue and black","Flattery","Sunday"
2015-10-28 17:50:54,4,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:51:03,42,FALSE,"???","Blue and black","Laziness","Friday"
2015-10-28 17:51:05,3,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-28 17:51:20,7,FALSE,"Veronica","White and gold","Flattery","Sunday"
2015-10-28 17:52:02,17,FALSE,"Betty",NA,"Lazily flattering someone","Friday"
2015-10-28 17:52:09,34,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:52:34,12,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:53:16,11,FALSE,"Veronica","White and gold","Laziness","Friday"
2015-10-28 17:53:30,18,FALSE,"Veronica","White and gold","Laziness","Friday"
2015-10-28 17:53:31,4,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-28 17:53:40,4,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:54:00,4,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:54:25,6,FALSE,"Betty","Blue and black","Laziness","Friday"
2015-10-28 17:54:32,12,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:54:35,17,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:55:21,7,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:55:29,15,FALSE,"Veronica","White and gold","Flattery","Sunday"
2015-10-28 17:56:20,5,FALSE,"Veronica","Blue and black","Laziness","Friday"
2015-10-28 17:56:22,4,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:56:30,12,FALSE,"Veronica","Blue and black","Laziness",NA
2015-10-28 17:56:39,3,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-28 17:57:03,5,FALSE,"???","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:57:26,13,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-28 17:57:50,7,FALSE,"Betty",NA,NA,NA
2015-10-28 17:57:54,3,FALSE,"Betty","White and gold","Flattery","Sunday"
2015-10-28 17:58:04,6,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 17:58:23,57,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-28 17:58:28,8,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:58:33,5,FALSE,"Betty","Blue and black","Laziness","Friday"
2015-10-28 17:59:00,3,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:59:15,3,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-28 17:59:34,14,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-28 17:59:59,7,FALSE,"Veronica","White and gold",NA,NA
2015-10-28 18:00:27,68,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-28 18:00:41,7,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-28 18:00:44,13,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-28 18:00:56,8,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
