"Timestamp","n_mints","trick_or_treat","archie_girls","the_dress","imitation","friday_or_saturday"
2015-10-24 14:42:38,4,FALSE,"Betty","Blue and black","Laziness","Friday"
2015-10-24 14:44:00,4,FALSE,"Veronica",NA,"Laziness","Friday"
2015-10-24 14:46:59,5,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-24 14:50:43,2,FALSE,"Veronica","White and gold","Laziness","Friday"
2015-10-24 14:51:44,8,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-24 14:54:51,2,FALSE,"Betty",NA,NA,"Sunday"
2015-10-24 14:59:48,13,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-24 15:01:06,4,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-24 15:01:58,2,FALSE,"Betty","Blue and black","Laziness","Friday"
2015-10-24 15:05:17,4,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-24 15:10:50,27,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-24 15:11:36,8,FALSE,"Betty","Blue and black","Laziness","Friday"
2015-10-24 15:12:08,3,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-24 15:12:36,5,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-24 15:13:27,4,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-24 15:14:31,5,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-24 15:17:43,5,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-24 15:18:55,7,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-24 15:19:48,7,FALSE,"Betty","White and gold","Lazily flattering someone","Sunday"
2015-10-24 15:21:19,4,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-24 15:27:13,2,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-24 15:27:25,6,FALSE,"Veronica","White and gold","Flattery","Sunday"
2015-10-24 15:27:43,7,FALSE,"???","White and gold","Laziness","Friday"
2015-10-24 15:32:31,3,FALSE,"???","Blue and black","Flattery","Friday"
2015-10-24 15:32:39,17,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-24 15:35:53,5,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-24 15:42:59,42,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-24 15:48:36,3,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-24 15:50:47,6,FALSE,"Betty","White and gold","Laziness","Friday"
2015-10-24 15:50:52,5,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-24 15:55:57,3,FALSE,"Betty","White and gold","Flattery","Sunday"
2015-10-24 15:57:56,42,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-24 16:00:33,7,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-24 16:08:57,7,FALSE,"Veronica","White and gold","Laziness","Sunday"
2015-10-24 16:11:22,11,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-24 16:13:13,5,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-24 16:15:00,3,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-24 16:17:34,11,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-24 16:23:17,3,FALSE,"???","Blue and black",NA,"Friday"
2015-10-24 16:26:32,25,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-24 16:27:46,2,FALSE,"Veronica","White and gold","Laziness","Sunday"
2015-10-24 16:33:20,5,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-24 16:36:07,3,FALSE,"Veronica","Blue and black","Laziness","Friday"
2015-10-24 16:41:03,42,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-24 16:42:49,6,FALSE,"Betty","Blue and black","Laziness","Sunday"
2015-10-24 16:43:49,54,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-24 16:45:28,12,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-24 16:46:17,11,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-24 16:46:52,11,FALSE,"Betty","Blue and black","Laziness","Sunday"
2015-10-24 16:48:13,42,FALSE,"Betty","Blue and black",NA,"Sunday"
2015-10-24 16:51:23,3,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-24 16:56:38,32,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-24 16:57:54,21,FALSE,"???","White and gold","Lazily flattering someone","Friday"
2015-10-24 16:58:03,3,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-24 17:04:58,3,FALSE,"Betty","Blue and black","Laziness","Friday"
2015-10-24 17:10:55,3,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-24 17:19:07,4,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-24 17:21:30,1,FALSE,"Betty","White and gold","Laziness","Friday"
2015-10-24 17:22:56,17,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-24 17:23:57,5,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-24 17:26:30,7,FALSE,"???","White and gold","Lazily flattering someone","Friday"
2015-10-24 17:39:40,4,FALSE,"Betty","White and gold","Lazily flattering someone","Sunday"
2015-10-24 17:46:58,6,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-24 17:50:08,42,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-24 17:57:04,6,FALSE,"???","Blue and black","Lazily flattering someone","Friday"
2015-10-24 17:57:49,7,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-24 18:04:40,8,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-24 18:06:57,3,FALSE,"Betty","Blue and black","Laziness","Friday"
2015-10-24 18:07:39,3,FALSE,"Betty","White and gold","Lazily flattering someone","Sunday"
2015-10-24 18:10:26,3,FALSE,"Betty","Blue and black","Laziness","Friday"
2015-10-24 18:12:50,3,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-24 18:19:52,10,FALSE,"Veronica","White and gold","Flattery","Sunday"
2015-10-24 18:21:14,14,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-24 18:21:37,14,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-24 18:24:12,213,FALSE,"???","White and gold","Laziness","Sunday"
2015-10-24 18:34:28,6,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-24 18:38:16,5,FALSE,"???","Blue and black","Laziness","Friday"
2015-10-24 18:40:21,3,FALSE,"???","White and gold","Lazily flattering someone","Friday"
2015-10-24 18:40:36,12,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-24 18:44:46,3,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-24 18:46:54,4,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-24 18:47:59,1,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-24 18:50:29,6,FALSE,"???","White and gold","Lazily flattering someone","Friday"
2015-10-24 18:51:01,6,FALSE,"Betty","Blue and black","Laziness","Sunday"
2015-10-24 18:52:44,5,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-24 18:53:52,4,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-24 18:55:22,5,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-24 18:58:23,5,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-24 19:08:37,4,FALSE,"Betty","Blue and black","Laziness","Friday"
2015-10-24 19:13:04,3,FALSE,"Veronica","White and gold","Flattery","Sunday"
2015-10-24 19:16:28,17,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-24 19:18:08,3,FALSE,"???","White and gold","Lazily flattering someone","Sunday"
2015-10-24 19:23:56,42,FALSE,"???","White and gold","Lazily flattering someone","Friday"
2015-10-24 19:26:52,17,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-24 19:27:48,12,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-24 19:30:07,5,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-24 19:35:44,2,FALSE,"???","White and gold","Lazily flattering someone","Friday"
2015-10-24 19:39:33,4,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-24 19:39:48,12,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-24 19:40:01,13,FALSE,"Betty","White and gold","Flattery","Sunday"
2015-10-24 19:40:34,42,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-24 19:42:10,27,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-24 19:46:18,3,FALSE,"???","Blue and black","Lazily flattering someone","Sunday"
2015-10-24 19:47:25,9,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-24 19:48:07,7,FALSE,"???","Blue and black","Laziness","Friday"
2015-10-24 19:49:07,2,FALSE,"Betty","White and gold",NA,NA
2015-10-24 19:49:10,42,FALSE,NA,"Blue and black",NA,"Friday"
2015-10-24 20:07:43,14,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-24 20:08:21,4,FALSE,"Betty","Blue and black","Laziness","Friday"
2015-10-24 20:16:20,5,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-24 20:17:03,4,FALSE,"Betty",NA,"Lazily flattering someone","Sunday"
2015-10-24 20:22:06,42,FALSE,"???","White and gold","Lazily flattering someone","Friday"
2015-10-24 20:26:47,92,FALSE,"Betty","White and gold",NA,"Friday"
2015-10-24 20:27:41,2,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-24 20:28:02,4,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-24 20:31:24,42,FALSE,"???","White and gold","Lazily flattering someone","Sunday"
2015-10-24 20:49:38,42,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-24 20:52:27,3,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-24 20:57:06,4,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-24 20:57:58,2,FALSE,"???","Blue and black","Lazily flattering someone","Friday"
2015-10-24 20:59:09,1254,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-24 21:06:46,5,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-24 21:12:36,5,FALSE,"Betty","Blue and black","Flattery","Sunday"
2015-10-24 21:14:27,4,FALSE,"???","White and gold","Lazily flattering someone","Sunday"
2015-10-24 21:15:34,20,FALSE,"Betty","White and gold","Laziness","Sunday"
2015-10-24 21:19:00,5,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-24 21:24:06,32,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-24 21:24:18,42,FALSE,"Betty","White and gold","Flattery","Sunday"
2015-10-24 21:24:34,4,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-24 21:26:49,3,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-24 21:30:53,12,FALSE,"Betty","White and gold","Lazily flattering someone","Sunday"
2015-10-24 21:33:42,4,FALSE,"Veronica","White and gold","Flattery","Sunday"
2015-10-24 21:36:47,6,FALSE,"Veronica","White and gold","Laziness","Friday"
2015-10-24 21:37:59,17,FALSE,"???","Blue and black",NA,"Friday"
2015-10-24 21:40:08,3,FALSE,"???","White and gold","Lazily flattering someone","Friday"
2015-10-24 21:41:47,2178,FALSE,"Betty","White and gold","Laziness","Sunday"
2015-10-24 21:54:33,3,FALSE,"???","Blue and black","Lazily flattering someone","Sunday"
2015-10-24 22:00:49,4,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-24 22:01:12,4,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-24 22:04:20,4,FALSE,"Betty","White and gold","Laziness","Friday"
2015-10-24 22:07:21,5,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-24 22:13:46,11,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-24 22:23:36,7,FALSE,"Veronica","White and gold","Flattery","Sunday"
2015-10-24 22:23:46,49,FALSE,"Betty",NA,"Lazily flattering someone","Friday"
2015-10-24 22:25:41,42,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-24 22:32:21,42,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-24 22:40:33,7,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-24 22:43:49,4,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-24 23:02:52,6,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-24 23:05:34,42,FALSE,"Betty","White and gold","Lazily flattering someone","Sunday"
2015-10-24 23:07:26,5,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-24 23:08:47,2,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-24 23:44:50,7,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-24 23:54:38,2,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-24 23:59:33,5,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-25 00:00:01,6,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-25 00:28:10,29,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-25 00:30:16,42,FALSE,"Veronica","Blue and black","Laziness","Sunday"
2015-10-25 00:31:54,6,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-25 00:59:05,3,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-25 00:59:15,3,FALSE,"Betty","White and gold","Lazily flattering someone","Sunday"
2015-10-25 01:12:33,12,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-25 01:41:48,11,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-25 02:37:41,6,FALSE,"Betty","Blue and black","Flattery","Sunday"
2015-10-25 03:08:07,16,FALSE,"Betty","White and gold","Lazily flattering someone","Sunday"
2015-10-25 03:46:33,8,FALSE,"Veronica",NA,"Laziness","Sunday"
2015-10-25 03:53:57,20,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-25 04:38:02,8,FALSE,"Betty","Blue and black","Flattery","Sunday"
2015-10-25 04:38:45,3,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-25 04:48:55,7,FALSE,"???","Blue and black","Flattery","Friday"
2015-10-25 04:52:18,16,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-25 05:19:53,8,FALSE,"Betty","White and gold","Laziness","Sunday"
2015-10-25 05:29:06,12,FALSE,"Betty",NA,"Laziness","Sunday"
2015-10-25 05:32:58,5,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-25 05:39:45,19,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-25 05:50:51,17,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-25 05:54:51,5,FALSE,"Veronica",NA,"Lazily flattering someone","Friday"
2015-10-25 06:01:55,23,FALSE,"Betty",NA,"Flattery","Sunday"
2015-10-25 06:18:08,3,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-25 06:28:17,3,FALSE,"Betty","Blue and black","Laziness","Sunday"
2015-10-25 06:34:10,6,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-25 06:34:12,3,FALSE,"Betty","Blue and black","Flattery","Sunday"
2015-10-25 06:37:02,3,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-25 06:37:35,5,FALSE,"Betty","White and gold","Laziness","Friday"
2015-10-25 06:41:09,4,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-25 06:58:21,5,FALSE,"Betty","White and gold","Laziness","Friday"
2015-10-25 07:04:16,5,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-25 07:09:05,4,FALSE,"???","Blue and black",NA,"Friday"
2015-10-25 07:16:06,2,FALSE,"???","White and gold","Flattery","Sunday"
2015-10-25 07:19:57,19,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-25 07:34:12,3,FALSE,"???","White and gold","Lazily flattering someone","Friday"
2015-10-25 07:38:33,6,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-25 07:42:02,36,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-25 07:45:09,52,FALSE,"???",NA,"Flattery","Friday"
2015-10-25 08:07:39,3,FALSE,"Betty","White and gold","Lazily flattering someone","Sunday"
2015-10-25 08:12:28,4,FALSE,"Veronica",NA,"Lazily flattering someone","Sunday"
2015-10-25 08:18:19,2,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-25 08:23:32,6,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-25 08:27:51,4,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-25 08:28:58,5,FALSE,"???","Blue and black","Laziness","Sunday"
2015-10-25 08:32:12,3,FALSE,"Betty",NA,NA,NA
2015-10-25 08:35:39,12,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-25 08:44:37,42,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-25 08:55:49,14,FALSE,"Veronica","Blue and black","Laziness","Friday"
2015-10-25 08:59:33,3,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-25 08:59:36,3,FALSE,"???","White and gold","Flattery","Friday"
2015-10-25 09:01:12,7,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-25 09:06:15,8,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-25 09:08:37,5,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-25 09:26:56,12,FALSE,"Veronica","White and gold","Flattery","Sunday"
2015-10-25 09:35:46,4,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-25 09:38:32,8,FALSE,"Veronica","Blue and black",NA,NA
2015-10-25 09:38:36,4,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-25 09:39:56,42,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-25 09:43:22,3,FALSE,"Veronica",NA,"Flattery","Sunday"
2015-10-25 09:43:23,5,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-25 09:43:51,14,FALSE,"Betty",NA,"Laziness","Friday"
2015-10-25 09:48:41,5,FALSE,"???","White and gold","Laziness","Friday"
2015-10-25 10:13:07,6,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-25 10:14:18,6,FALSE,"Betty","Blue and black","Flattery","Sunday"
2015-10-25 10:16:01,4,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-25 10:30:17,1,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-25 10:30:21,4,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-25 10:31:36,7,FALSE,"???","Blue and black","Flattery","Friday"
2015-10-25 10:32:24,5,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-25 10:32:36,57,FALSE,"???","White and gold","Flattery","Sunday"
2015-10-25 10:43:06,7,FALSE,"Betty","White and gold","Lazily flattering someone","Sunday"
2015-10-25 10:46:14,3,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-25 10:47:56,4,FALSE,"Betty","White and gold","Laziness","Sunday"
2015-10-25 10:51:24,10,FALSE,"???","Blue and black","Lazily flattering someone","Sunday"
2015-10-25 10:52:33,3,FALSE,"Veronica",NA,"Flattery","Friday"
2015-10-25 10:56:18,6,FALSE,"Betty","Blue and black","Laziness","Sunday"
2015-10-25 10:56:53,7,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-25 11:02:35,4,FALSE,"???","White and gold",NA,"Friday"
2015-10-25 11:07:04,3,FALSE,"Veronica","Blue and black","Laziness","Sunday"
2015-10-25 11:09:07,4,FALSE,"???",NA,NA,NA
2015-10-25 11:09:15,3,FALSE,"Betty",NA,"Flattery","Sunday"
2015-10-25 11:10:32,17,FALSE,"Veronica","White and gold","Laziness","Sunday"
2015-10-25 11:10:17,17,FALSE,"???","White and gold","Lazily flattering someone","Sunday"
2015-10-25 11:28:25,5,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-25 11:35:09,7,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-25 11:36:40,12,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-25 11:43:37,17,FALSE,NA,NA,NA,NA
2015-10-25 11:47:33,12,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-25 11:48:05,20,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-25 11:50:54,23,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-25 11:51:26,9,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-25 11:53:06,12,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-25 12:05:02,14,FALSE,"Betty","White and gold","Flattery","Sunday"
2015-10-25 12:15:57,3,FALSE,"Veronica",NA,"Flattery","Friday"
2015-10-25 12:16:39,4,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-25 12:21:26,41,FALSE,"Veronica","White and gold","Lazily flattering someone","Friday"
2015-10-25 12:35:48,7,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-25 12:39:50,8,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-25 12:45:19,4,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-25 12:59:28,7,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-25 13:06:56,1,FALSE,"Veronica","Blue and black","Laziness","Friday"
2015-10-25 13:10:46,8,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-25 13:28:53,4,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-25 13:42:04,30,FALSE,"Veronica","White and gold",NA,"Friday"
2015-10-25 13:58:35,3,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-25 14:04:41,12,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-25 14:05:42,30,FALSE,"Veronica","Blue and black","Flattery","Friday"
2015-10-25 14:06:11,7,FALSE,"Veronica",NA,"Lazily flattering someone","Friday"
2015-10-25 14:09:37,4,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-25 14:14:41,5,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-25 14:17:22,8,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-25 14:17:40,7,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-25 14:19:34,3,FALSE,"???","Blue and black","Lazily flattering someone","Sunday"
2015-10-25 14:24:58,4,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-25 14:27:08,32,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-25 14:30:26,3,FALSE,"???","White and gold","Lazily flattering someone","Friday"
2015-10-25 14:32:53,88,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-25 14:42:29,7,FALSE,"Betty","White and gold","Laziness","Friday"
2015-10-25 14:44:17,3,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-25 14:44:31,4,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-25 14:59:05,4,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-25 15:04:19,15,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-25 15:18:34,4,FALSE,"Veronica",NA,"Lazily flattering someone","Friday"
2015-10-25 15:24:02,7,FALSE,"Betty","White and gold","Laziness","Friday"
2015-10-25 15:29:35,7,FALSE,"???","White and gold","Laziness","Sunday"
2015-10-25 15:40:15,27,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-25 15:40:41,4,FALSE,"???","White and gold","Flattery","Friday"
2015-10-25 15:43:24,17,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-25 15:55:36,8,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-25 16:02:23,19,FALSE,"???","White and gold","Lazily flattering someone","Friday"
2015-10-25 16:08:01,927,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-25 16:17:19,12,FALSE,"Betty","White and gold","Flattery","Friday"
2015-10-25 16:18:11,6,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-25 16:22:27,4,FALSE,"Betty","White and gold","Flattery","Sunday"
2015-10-25 16:24:51,4,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-25 16:27:29,5,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-25 16:30:16,5,FALSE,"Veronica","White and gold","Lazily flattering someone","Sunday"
2015-10-25 16:33:21,3,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-25 16:41:10,5,FALSE,"Veronica","White and gold","Flattery","Sunday"
2015-10-25 16:42:22,15,FALSE,"Veronica","Blue and black","Flattery","Sunday"
2015-10-25 16:42:51,3,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-25 16:54:55,4,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-25 16:59:09,6,FALSE,"Veronica","White and gold","Laziness","Friday"
2015-10-25 16:59:35,3,FALSE,"Betty","Blue and black","Laziness","Sunday"
2015-10-25 16:59:48,5,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-25 17:00:23,3,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-25 17:00:42,4768,FALSE,"???","White and gold","Lazily flattering someone","Friday"
2015-10-25 17:02:30,5,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-25 17:09:29,7,FALSE,"Betty","Blue and black","Flattery","Friday"
2015-10-25 17:10:30,3,FALSE,"Betty","Blue and black","Laziness","Sunday"
2015-10-25 17:10:44,6,FALSE,"Veronica","Blue and black","Lazily flattering someone","Friday"
2015-10-25 17:21:04,34,FALSE,"Betty","Blue and black","Lazily flattering someone","Sunday"
2015-10-25 17:21:05,7,FALSE,"Veronica","White and gold","Flattery","Friday"
2015-10-25 17:22:31,2,FALSE,"Veronica","Blue and black","Lazily flattering someone","Sunday"
2015-10-25 17:23:33,12,FALSE,"Veronica","White and gold","Laziness","Sunday"
2015-10-25 17:24:45,3,FALSE,"Veronica","Blue and black","Laziness","Friday"
2015-10-25 17:25:11,4,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-25 17:28:04,6,FALSE,"Betty","White and gold","Lazily flattering someone","Sunday"
2015-10-25 17:29:56,14,FALSE,"Betty","Blue and black","Lazily flattering someone","Friday"
2015-10-25 17:33:10,137,FALSE,"Betty","White and gold","Lazily flattering someone","Sunday"
2015-10-25 17:34:39,7,FALSE,"Veronica","Blue and black","Laziness","Friday"
2015-10-25 17:36:27,8,FALSE,"???","Blue and black","Lazily flattering someone","Friday"
2015-10-25 17:43:21,3,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
2015-10-25 17:45:35,7,FALSE,"???",NA,"Lazily flattering someone","Friday"
2015-10-25 17:46:54,3,FALSE,"Betty","White and gold","Lazily flattering someone","Friday"
