user,age
ID-1656,27
ID-1657,NA
ID-1658,31
ID-1659,25
ID-1660,39
ID-1661,16
ID-1663,16
ID-1664,13
ID-1665,13
ID-1666,52
ID-1667,45
ID-1662,45
ID-1668,45
ID-1669,45
ID-1670,37
ID-1671,44
ID-1672,51
ID-1673,33
ID-1674,32
ID-1675,28
ID-1676,36
ID-1677,17
ID-1678,16
ID-1679,17
ID-1680,63
ID-1681,15
ID-1682,40
ID-1683,31
ID-1684,58
ID-1685,47
ID-1686,19
ID-1687,20
ID-1688,35
ID-1689,23
ID-1690,NA
ID-1691,38
ID-1692,45
ID-1693,45
ID-1694,45
ID-1695,39
ID-1696,35
ID-1697,27
ID-1698,29
ID-1699,29
ID-1700,25
ID-1701,32
ID-1702,37
ID-1703,45
ID-1704,NA
ID-1705,33
ID-1706,48
ID-1707,47
ID-1708,48
ID-1709,24
ID-1710,43
ID-1711,48
ID-1712,45
ID-1713,20
ID-1714,32
ID-1794,41
ID-1795,35
ID-1808,20
ID-1809,115
ID-1810,48
ID-1811,27
ID-1812,48
ID-1813,48
ID-1814,13
ID-1815,13
ID-1816,40
ID-1817,24
ID-1818,26
ID-1819,24
ID-1820,57
ID-1821,32
ID-1822,21
ID-1823,NA
ID-1824,22
ID-1825,54
ID-1826,26
ID-1827,45
ID-1828,55
ID-1829,27
ID-1830,60
ID-1831,33
ID-1832,45
ID-1833,46
ID-1834,29
ID-1835,70
ID-1836,39
ID-1837,53
ID-1838,49
ID-1839,17
ID-1840,40
ID-1841,46
ID-1842,39
ID-1843,46
ID-1844,39
ID-1845,42
ID-1846,NA
ID-1847,70
ID-1848,49
ID-1849,26
ID-1850,42
ID-1851,50
ID-1852,42
ID-1853,37
ID-1854,38
ID-1855,24
ID-1856,47
ID-1857,NA
ID-1858,NA
ID-1796,52
ID-1859,45
ID-1860,16
ID-1861,35
ID-1862,45
ID-1863,45
ID-1864,46
ID-1865,51
ID-1866,47
ID-1867,47
ID-1868,32
ID-1869,40
ID-1870,43
ID-1871,37
ID-1872,26
ID-1873,54
ID-1874,54
ID-1875,22
ID-1876,29
ID-1877,34
ID-1878,38
ID-1879,32
ID-1880,32
ID-1881,61
ID-1797,45
ID-1798,39
ID-1799,30
ID-1800,40
ID-1801,45
ID-1802,42
ID-1803,33
ID-1804,27
ID-1805,43
ID-1806,44
ID-1807,40
ID-1886,NA
ID-1887,42
ID-1888,45
ID-1889,37
ID-1890,50
ID-1891,45
ID-1892,24
ID-1893,37
ID-1894,45
ID-1895,30
ID-1896,43
ID-1897,59
ID-1898,46
ID-1899,40
ID-1900,32
ID-1901,46
ID-1902,32
ID-1903,29
ID-1904,39
ID-1905,40
ID-1906,30
ID-1907,35
ID-1908,35
ID-1909,14
ID-1910,43
ID-1911,31
ID-1912,31
ID-1913,55
ID-1914,28
ID-1915,24
ID-1916,29
ID-1917,51
ID-1918,29
ID-1919,34
ID-1920,36
ID-1921,33
ID-1922,24
ID-1923,34
ID-1924,33
ID-1925,25
ID-1926,36
ID-1927,34
ID-1928,34
ID-1929,22
ID-1930,30
ID-1931,34
ID-1932,24
ID-1933,41
ID-1934,35
ID-1935,33
ID-1936,24
ID-1937,27
ID-1938,33
ID-1939,27
ID-1940,38
ID-1941,47
ID-1942,35
ID-1943,35
ID-1944,33
ID-1945,52
ID-1946,27
ID-1947,31
ID-1948,11
ID-1949,23
ID-1950,29
ID-1951,26
ID-1952,28
ID-1953,58
ID-1954,56
ID-1955,25
ID-1956,NA
ID-1957,19
ID-1958,31
ID-1959,29
ID-1960,37
ID-1961,35
ID-1962,56
ID-1963,20
ID-1964,31
ID-1965,NA
ID-1966,24
ID-1967,36
ID-1968,27
ID-1969,30
ID-1970,22
ID-1971,30
ID-1972,25
ID-1973,23
ID-1974,45
ID-1975,20
ID-1976,28
ID-1977,24
ID-1978,NA
ID-1979,35
ID-1980,29
ID-1981,29
ID-1982,17
ID-1983,33
ID-1984,42
ID-1985,45
ID-1986,45
ID-1987,35
ID-1988,30
ID-1989,32
ID-1990,25
ID-1991,28
ID-1992,35
ID-1993,47
ID-1994,25
ID-1995,29
ID-1996,23
ID-1997,21
ID-1998,50
ID-1999,28
ID-2000,29
ID-2001,34
ID-2002,31
ID-2003,24
ID-2004,23
ID-2005,45
ID-2006,21
ID-2007,37
ID-2008,42
ID-2009,32
ID-2010,27
ID-2011,31
ID-2012,32
ID-2013,34
ID-2014,43
ID-2015,30
ID-2016,26
ID-2017,33
ID-2018,39
ID-2019,54
ID-2020,35
ID-2021,25
ID-2022,25
ID-2023,56
ID-2024,20
ID-2025,25
ID-2026,26
ID-2027,35
ID-2028,27
ID-2029,62
ID-2030,33
ID-2031,31
ID-2032,37
ID-2033,30
ID-2034,26
ID-2035,24
ID-2036,23
ID-2037,30
ID-2038,29
ID-2039,24
ID-2040,50
ID-2041,32
ID-2042,27
ID-2043,33
ID-2044,65
ID-2045,22
ID-2046,37
ID-2047,48
ID-2048,22
ID-2049,38
ID-2050,21
ID-2051,32
ID-2052,43
ID-2053,27
ID-2054,34
ID-2055,26
ID-2056,34
ID-2057,NA
ID-2058,37
ID-2059,29
ID-2060,56
ID-2061,54
ID-2062,19
ID-2063,53
ID-2064,55
ID-2065,33
ID-2066,42
ID-2067,30
ID-2068,19
ID-2069,29
ID-2070,58
ID-2071,23
ID-2072,35
ID-2073,21
ID-2074,27
ID-2075,31
ID-2076,25
ID-2077,NA
ID-2078,23
ID-2079,26
ID-2080,26
ID-2081,45
ID-2082,16
ID-2083,33
ID-2084,33
ID-2085,30
ID-2086,28
ID-2087,NA
ID-2088,23
ID-2089,41
ID-2090,27
ID-2091,23
ID-2092,24
ID-2093,NA
ID-2094,48
ID-2095,30
ID-2096,52
ID-2097,26
ID-2098,41
ID-2099,42
ID-2100,32
ID-2101,19
ID-2102,30
ID-2103,30
ID-2104,NA
ID-2105,32
ID-2106,25
ID-2107,27
ID-2108,33
ID-2109,29
ID-2110,31
ID-2111,36
ID-2112,22
ID-2113,40
ID-2114,NA
ID-2115,31
ID-2116,33
ID-2117,36
ID-2118,30
ID-2119,23
ID-2120,45
ID-2121,30
ID-2122,45
ID-2123,38
ID-2124,32
ID-2125,33
ID-2126,36
ID-2127,28
ID-2128,NA
ID-2129,37
ID-2130,34
ID-2131,28
ID-2132,27
ID-2133,41
ID-2134,24
ID-2135,23
ID-2136,32
ID-2137,31
ID-2138,26
ID-2139,NA
ID-2140,42
ID-2141,29
ID-2142,16
ID-2143,39
ID-2144,28
ID-2145,27
ID-2146,26
ID-2147,30
ID-2148,39
ID-2149,52
ID-2150,33
ID-2151,29
ID-2152,23
ID-2153,25
ID-2154,26
ID-2155,38
ID-2156,50
ID-2157,19
ID-2158,34
ID-2159,52
ID-2160,34
ID-2161,45
ID-2162,18
ID-2163,30
ID-2164,26
ID-2165,25
ID-2166,25
ID-2167,29
ID-2168,35
ID-2169,28
ID-2170,19
ID-2171,34
ID-2172,31
ID-2173,6
ID-2174,34
ID-2175,29
ID-2176,34
ID-2177,45
ID-2178,NA
ID-2179,NA
ID-2180,25
ID-2181,45
ID-2182,36
ID-2183,27
ID-2184,35
ID-2185,30
ID-2186,39
ID-2187,29
ID-2188,31
ID-2189,30
ID-2190,28
ID-2191,23
ID-2192,48
ID-2193,33
ID-2194,28
ID-2195,20
ID-2196,36
ID-2197,48
ID-2198,32
ID-2199,23
ID-2200,44
ID-2201,31
ID-2202,NA
ID-2203,29
ID-2204,24
ID-2205,19
ID-2206,28
ID-2207,41
ID-2208,31
ID-2209,35
ID-2210,41
ID-2211,37
ID-2212,39
ID-2213,20
ID-2214,55
ID-2215,33
ID-2216,27
ID-2217,27
ID-2218,31
ID-2219,24
ID-2220,31
ID-2221,40
ID-2222,51
ID-2223,36
ID-2224,23
ID-2225,29
ID-2226,52
ID-2227,27
ID-2228,30
ID-2229,44
ID-2230,24
ID-2231,26
ID-2232,22
ID-2233,27
ID-2234,30
ID-2235,24
ID-2236,63
ID-2237,20
ID-2238,NA
ID-2239,26
ID-2240,24
ID-2241,34
ID-2242,21
ID-2243,41
ID-2244,33
ID-2245,50
ID-2246,53
ID-2247,47
ID-2248,42
ID-2249,40
ID-2250,24
ID-2251,41
ID-2252,35
ID-2254,23
ID-2255,30
ID-2256,40
ID-2253,30
ID-2257,43
ID-2258,29
ID-2259,35
ID-2260,30
ID-2261,31
ID-2262,40
ID-2263,34
ID-2264,27
ID-2265,31
ID-2266,36
ID-2267,15
ID-2268,43
ID-2269,41
ID-2270,30
ID-2271,24
ID-2272,20
ID-2273,NA
ID-2274,24
ID-2275,29
ID-2276,50
ID-2277,35
ID-2278,38
ID-2279,30
ID-2280,22
ID-2281,31
ID-2282,26
ID-2283,21
ID-2284,36
ID-2285,24
ID-2286,50
ID-2287,23
ID-2288,28
ID-2289,41
ID-2290,27
ID-2291,52
ID-2292,19
ID-2293,42
ID-2294,29
ID-2295,23
ID-2296,21
ID-2297,27
ID-2298,22
ID-2299,23
ID-2300,38
ID-2301,23
ID-2302,29
ID-2303,30
ID-2304,27
ID-2305,26
ID-2306,26
ID-2307,21
ID-2308,31
ID-2309,46
ID-2310,20
ID-2311,25
ID-2312,55
ID-2313,32
ID-2314,35
ID-2315,55
ID-2316,24
ID-2317,33
ID-2318,39
ID-2319,26
ID-2321,47
ID-2322,35
ID-2323,34
ID-2320,35
ID-2324,29
ID-2325,35
ID-2326,48
ID-2327,21
ID-2328,26
ID-2329,26
ID-2330,52
ID-2331,28
ID-2332,28
ID-2333,23
ID-2334,33
ID-2335,26
ID-2336,40
ID-2337,46
ID-2338,26
ID-2339,60
ID-2340,50
ID-2341,51
ID-2342,24
ID-2343,27
ID-2344,57
ID-2345,13
ID-2346,23
ID-2347,26
ID-2348,22
ID-2349,34
ID-2350,29
ID-2351,33
ID-2352,35
ID-2353,34
ID-2354,30
ID-2355,70
ID-2356,49
ID-2357,27
ID-2358,27
ID-2359,38
ID-2361,59
ID-2362,40
ID-2363,51
ID-2364,25
ID-2365,14
ID-2366,6
ID-2367,28
ID-2360,32
ID-2368,24
ID-2369,34
ID-2370,22
ID-2371,35
ID-2372,35
ID-2373,44
ID-2374,24
ID-2375,28
ID-2376,42
ID-2377,35
ID-2378,32
ID-2379,25
ID-2380,18
ID-2381,34
ID-2382,37
ID-2383,16
ID-2384,65
ID-2385,41
ID-2386,28
ID-2387,51
ID-2388,41
ID-2389,NA
ID-2390,44
ID-2391,29
ID-2392,39
ID-2393,42
ID-2394,33
ID-2395,NA
ID-2396,19
ID-2397,21
ID-2398,19
ID-2399,NA
ID-2400,NA
ID-2401,33
ID-2402,40
ID-2403,28
ID-2404,29
ID-2405,53
ID-2406,50
ID-2407,43
ID-2408,34
ID-2409,31
ID-2410,29
ID-2411,34
ID-2412,36
ID-2413,43
ID-2414,20
ID-2415,26
ID-2416,31
ID-2417,30
ID-2418,NA
ID-2419,37
ID-2420,12
ID-2421,38
ID-2422,29
ID-2423,75
ID-2424,29
ID-2425,35
ID-2426,11
ID-2427,18
ID-2428,50
ID-2429,22
ID-2430,26
ID-2431,13
ID-2432,49
ID-2433,25
ID-2434,29
ID-2435,29
ID-2436,35
ID-2437,23
ID-2438,41
ID-2439,50
ID-2440,NA
ID-2441,29
ID-2442,28
ID-2443,31
ID-2446,32
ID-2444,37
ID-2445,31
ID-2447,24
ID-2448,31
ID-2449,33
ID-2450,23
ID-2451,25
ID-2452,26
ID-2453,40
ID-2454,34
ID-2455,32
ID-2456,35
ID-2457,24
ID-2458,30
ID-2459,28
ID-2460,22
ID-2461,48
ID-2464,34
ID-2463,53
ID-2465,24
ID-2466,26
ID-2467,30
ID-2468,34
ID-2469,19
ID-2470,31
ID-2471,NA
ID-2472,39
ID-2473,NA
ID-2474,58
ID-2475,45
ID-2476,63
ID-2477,30
ID-2478,22
ID-2479,NA
ID-2480,33
ID-2481,42
ID-2482,23
ID-2483,38
ID-2462,45
ID-2484,27
ID-2485,31
ID-2486,35
ID-2487,64
ID-2488,32
ID-2489,48
ID-2490,23
ID-2491,34
ID-2492,23
ID-2493,24
ID-2494,26
ID-2495,44
ID-2496,69
ID-2497,22
ID-2498,NA
ID-2500,49
ID-2501,NA
ID-2502,34
ID-2503,13
ID-2505,34
ID-2504,52
ID-2506,42
ID-2507,28
ID-2508,NA
ID-2509,40
ID-2510,21
ID-2499,36
ID-2511,35
ID-2512,27
ID-2513,24
ID-2514,33
ID-2515,53
ID-2516,48
ID-2517,55
ID-2518,31
ID-2519,42
ID-2520,NA
ID-2521,30
ID-2522,40
ID-2523,37
ID-2524,42
ID-2525,30
ID-2526,52
ID-2527,41
ID-2528,11
ID-2529,33
ID-2530,45
ID-2531,35
ID-2532,33
ID-2533,50
ID-2534,36
ID-2535,62
ID-2536,36
ID-2537,34
ID-2538,NA
ID-2539,31
ID-2540,35
ID-2541,27
ID-2542,24
ID-2543,34
ID-2544,30
ID-2545,66
ID-2546,35
ID-2547,24
ID-2548,28
ID-2549,25
ID-2550,35
ID-2551,24
ID-2552,33
ID-2553,40
ID-2554,22
ID-2555,40
ID-2556,58
ID-2557,35
ID-2558,45
ID-2559,53
ID-2560,30
ID-2561,35
ID-2562,29
ID-2563,32
ID-2564,28
ID-2565,40
ID-2566,32
ID-2567,38
ID-2568,27
ID-2569,30
ID-2570,22
ID-2571,28
ID-2572,48
ID-2573,57
ID-2574,35
ID-2575,44
ID-2576,24
ID-2577,37
ID-2578,28
ID-2579,28
ID-2580,25
ID-2581,27
ID-2582,NA
ID-2583,34
ID-2584,NA
ID-2585,42
ID-2586,48
ID-2587,22
ID-2588,45
ID-2589,41
ID-2590,32
ID-2591,30
ID-2592,44
ID-2593,43
ID-2594,45
ID-2595,32
ID-2596,35
ID-2597,31
ID-2598,42
ID-2599,41
ID-2600,23
ID-2601,33
ID-2602,37
ID-2603,37
ID-2604,30
ID-2605,26
ID-2606,34
ID-2607,53
ID-2609,57
ID-2608,51
ID-2610,NA
ID-2611,42
ID-2612,46
ID-2613,17
ID-2614,29
ID-2615,NA
ID-2616,35
ID-2617,45
ID-2618,25
ID-2619,36
ID-2620,27
ID-2621,27
ID-2622,28
ID-2623,41
ID-2624,45
ID-2625,40
ID-2626,29
ID-2627,20
ID-2628,24
ID-2629,38
ID-2630,45
ID-2631,16
ID-2632,31
ID-2633,41
ID-2634,30
ID-2635,36
ID-2636,36
ID-2637,27
ID-2638,28
ID-2639,31
ID-2640,100
ID-2641,53
ID-2642,45
ID-2643,26
ID-2644,30
ID-2645,45
ID-2646,29
ID-2647,40
ID-2648,32
ID-2649,47
ID-2650,34
ID-2651,42
ID-2652,45
ID-2653,27
ID-2654,45
ID-2655,29
ID-2656,38
ID-2657,34
ID-2658,32
ID-2659,37
ID-2660,25
ID-2661,33
ID-2662,25
ID-2663,35
ID-2664,26
ID-2665,49
ID-2666,38
ID-2667,32
ID-2668,25
ID-2669,55
ID-2670,31
ID-2671,39
ID-2672,39
ID-2673,36
ID-2674,26
ID-2675,48
ID-2676,21
ID-2677,28
ID-2678,35
ID-2679,34
ID-2680,21
ID-2681,42
ID-2682,49
ID-2683,45
ID-2684,27
ID-2685,NA
ID-2686,34
ID-2688,52
ID-2689,34
ID-2690,39
ID-2691,48
ID-2692,22
ID-2693,24
ID-2694,38
ID-2695,37
ID-2696,29
ID-2697,35
ID-2698,37
ID-2699,29
ID-2700,35
ID-2701,51
ID-2702,35
ID-2703,46
ID-2704,55
ID-2705,43
ID-2706,40
ID-2707,29
ID-2708,29
ID-2709,32
ID-2710,28
ID-2711,28
ID-2712,17
ID-2713,32
ID-2714,31
ID-2715,29
ID-2716,33
ID-2717,NA
ID-2718,39
ID-2719,50
ID-2720,43
ID-2721,37
ID-2687,30
ID-2723,48
ID-2724,34
ID-2725,25
ID-2726,36
ID-2727,25
ID-2728,39
ID-2729,39
ID-2730,52
ID-2731,45
ID-2732,21
ID-2733,29
ID-2734,34
ID-2735,24
ID-2736,41
ID-2722,31
ID-2737,47
ID-2738,28
ID-2739,59
ID-2740,39
ID-2741,31
ID-2742,44
ID-2743,45
ID-2744,32
ID-2745,37
ID-2746,35
ID-2747,39
ID-2748,38
ID-2749,32
ID-2750,32
ID-2751,NA
ID-2752,36
ID-2754,46
ID-2755,25
ID-2756,52
ID-2757,23
ID-2758,39
ID-2759,25
ID-2760,35
ID-2761,25
ID-2762,52
ID-2763,49
ID-2764,30
ID-2765,44
ID-2766,26
ID-2767,54
ID-2768,31
ID-2769,42
ID-2770,60
ID-2771,59
ID-2772,36
ID-2773,32
ID-2774,44
ID-2775,63
ID-2776,25
ID-2777,38
ID-2778,24
ID-2779,41
ID-2780,31
ID-2781,28
ID-2782,46
ID-2783,45
ID-2784,43
ID-2785,47
ID-2786,46
ID-2787,29
ID-2788,NA
ID-2789,35
ID-2790,41
ID-2791,30
ID-2792,37
ID-2793,17
ID-2794,32
ID-2795,38
ID-2796,35
ID-2797,37
ID-2798,20
ID-2799,27
ID-2753,47
ID-2800,38
ID-2801,65
ID-2802,40
ID-2803,35
ID-2804,29
ID-2805,63
ID-2806,54
ID-2807,31
ID-2808,23
ID-2809,23
ID-2810,34
ID-2811,29
ID-2812,35
ID-2813,34
ID-2814,34
ID-2815,21
ID-2816,36
ID-2817,30
ID-2818,NA
ID-2819,46
ID-2820,36
ID-2821,41
ID-2822,24
ID-2823,NA
ID-2824,43
ID-2825,36
ID-2826,38
ID-2827,34
ID-2828,26
ID-2829,30
ID-2830,30
ID-2831,26
ID-2832,36
ID-2833,30
ID-2834,NA
ID-2835,27
ID-2836,17
ID-2837,33
ID-2838,52
ID-2839,NA
ID-2840,26
ID-2841,36
ID-2842,9
ID-2843,37
ID-2844,37
ID-2845,33
ID-2846,35
ID-2848,27
ID-2849,53
ID-2850,30
ID-2851,30
ID-2852,24
ID-2853,46
ID-2854,50
ID-2855,33
ID-2856,39
ID-2857,NA
ID-2858,40
ID-2859,29
ID-2860,28
ID-2861,40
ID-2862,44
ID-2863,NA
ID-2864,27
ID-2865,26
ID-2866,53
ID-2847,35
ID-2867,27
ID-2868,35
ID-2869,39
ID-2870,28
ID-2871,39
ID-2872,34
ID-2873,27
ID-2874,52
ID-2875,40
ID-2876,42
ID-2877,41
ID-2878,26
ID-2879,40
ID-2880,45
ID-2881,39
ID-2882,34
ID-2883,NA
ID-2884,34
ID-2885,47
ID-2886,41
ID-2887,38
ID-2888,37
ID-2889,37
ID-2890,40
ID-2891,48
ID-2892,NA
ID-2893,38
ID-2894,45
ID-2895,39
ID-2896,31
ID-2897,57
ID-2898,NA
ID-2899,32
ID-2900,33
ID-2901,31
ID-2902,26
ID-2903,37
ID-2904,44
ID-2905,28
ID-2906,NA
ID-2907,24
ID-2908,35
ID-2909,44
ID-2910,52
ID-2911,27
ID-2912,45
ID-2913,55
ID-2914,48
ID-2915,38
ID-2916,51
ID-2917,27
ID-2918,38
ID-2919,37
ID-2920,42
ID-2921,30
ID-2922,30
ID-2923,35
ID-2924,45
ID-2925,48
ID-2926,38
ID-2927,38
ID-2928,35
ID-2929,33
ID-2930,61
ID-2931,21
ID-2932,47
ID-2933,20
ID-2934,43
ID-2935,28
ID-2936,57
ID-2937,48
ID-2938,50
ID-2939,22
ID-2940,30
ID-2941,24
ID-2942,57
ID-2943,37
ID-2944,24
ID-2945,NA
ID-2946,32
ID-2947,50
ID-2948,11
ID-2949,25
ID-2950,37
ID-2951,NA
ID-2952,28
ID-2953,50
ID-2954,56
ID-2955,40
ID-2956,48
ID-2957,24
ID-2958,28
ID-2959,31
ID-2960,30
ID-2961,26
ID-2962,30
ID-2963,42
ID-2964,35
ID-2965,50
ID-2966,43
ID-2967,47
ID-2968,50
ID-2969,42
ID-2970,27
ID-2971,NA
ID-2972,26
ID-2973,38
ID-2974,57
ID-2975,48
ID-2976,39
ID-2977,38
ID-2978,40
ID-2979,31
ID-2980,43
ID-2981,47
ID-2982,40
ID-2983,9
ID-2984,51
ID-2985,31
ID-2986,35
ID-2987,32
ID-2988,40
ID-2989,26
ID-2990,28
ID-2991,24
ID-2992,27
ID-2993,46
ID-2994,29
ID-2995,46
ID-2996,34
ID-2997,47
ID-2998,46
ID-2999,32
ID-3000,30
ID-3002,26
ID-3003,27
ID-3004,32
ID-3005,14
ID-3006,36
ID-3007,24
ID-3008,34
ID-3009,66
ID-3010,12
ID-3011,54
ID-3012,62
ID-3013,42
ID-3014,27
ID-3015,36
ID-3016,23
ID-3017,33
ID-3018,NA
ID-3019,41
ID-3020,34
ID-3001,44
ID-3021,45
ID-3022,22
ID-3023,36
ID-3024,30
ID-3025,32
ID-3026,31
ID-3027,25
ID-3028,NA
ID-3029,62
ID-3030,18
ID-3031,35
ID-3032,28
ID-3033,21
ID-3034,18
ID-3035,50
ID-3036,30
ID-3037,45
ID-3038,40
ID-3039,NA
ID-3040,NA
ID-3041,41
ID-3042,29
ID-3043,44
ID-3044,41
ID-3045,50
ID-3046,20
ID-3047,25
ID-3048,40
ID-3049,23
ID-3050,26
ID-3051,49
ID-3052,33
ID-3053,36
ID-3054,21
ID-3055,32
ID-3056,49
ID-3057,53
ID-3058,12
ID-3059,45
ID-3060,29
ID-3061,33
ID-3062,32
ID-3063,37
ID-3064,46
ID-3065,45
ID-3066,59
ID-3067,46
ID-3068,28
ID-3069,22
ID-3070,30
ID-3071,33
ID-3072,32
ID-3073,25
ID-3074,37
ID-3075,30
ID-3076,69
ID-3077,41
ID-3078,44
ID-3079,61
ID-3080,22
ID-3081,37
ID-3082,41
ID-3083,22
ID-3084,56
ID-3085,30
ID-3086,30
ID-3087,24
ID-3088,31
ID-3089,48
ID-3090,26
ID-3091,12
ID-3092,48
ID-3093,36
ID-3094,32
ID-3095,30
ID-3096,35
ID-3097,44
ID-3098,28
ID-3099,38
ID-3100,36
ID-3101,37
ID-3102,30
ID-3104,32
ID-3105,25
ID-3106,24
ID-3107,25
ID-3103,33
ID-3108,30
ID-3109,61
ID-3110,20
ID-3111,67
ID-3112,43
ID-3113,66
ID-3114,NA
ID-3115,NA
ID-3116,19
ID-3117,NA
ID-3118,35
ID-3119,31
ID-3120,40
ID-3121,43
ID-3122,54
ID-3123,58
ID-3124,28
ID-3125,NA
ID-3126,31
ID-3127,NA
ID-3128,21
ID-3129,39
ID-3130,54
ID-3131,44
ID-3132,15
ID-3133,49
ID-3134,32
ID-3136,37
ID-3137,31
ID-3138,42
ID-3139,30
ID-3140,43
ID-3141,35
ID-3142,29
ID-3143,38
ID-3144,41
ID-3145,26
ID-3146,28
ID-3147,39
ID-3148,32
ID-3149,47
ID-3150,24
ID-3151,29
ID-3152,53
ID-3153,37
ID-3135,43
ID-3154,35
ID-3156,29
ID-3157,30
ID-3158,44
ID-3159,37
ID-3160,30
ID-3161,48
ID-3162,46
ID-3163,35
ID-3165,32
ID-3166,43
ID-3167,29
ID-3168,47
ID-3169,NA
ID-3170,32
ID-3171,56
ID-3172,29
ID-3173,NA
ID-3174,27
ID-3175,19
ID-3176,30
ID-3177,47
ID-3178,32
ID-3179,50
ID-3180,39
ID-3181,39
ID-3182,22
ID-3183,30
ID-3184,37
ID-3185,25
ID-3186,51
ID-3187,45
ID-3188,40
ID-3189,19
ID-3190,44
ID-3191,24
ID-3192,36
ID-3193,22
ID-3194,43
ID-3196,35
ID-3197,18
ID-3198,31
ID-3164,31
ID-3199,31
ID-3200,30
ID-3201,30
ID-3202,37
ID-3203,23
ID-3204,52
ID-3205,28
ID-3206,29
ID-3207,46
ID-3208,31
ID-3209,35
ID-3210,34
ID-3211,25
ID-3212,32
ID-3213,22
ID-3214,71
ID-3215,34
ID-3216,57
ID-3217,23
ID-3218,58
ID-3219,45
ID-3220,40
ID-3221,58
ID-3223,58
ID-3224,38
ID-3155,43
ID-3225,32
ID-3226,46
ID-3227,38
ID-3228,29
ID-3229,30
ID-3230,17
ID-3231,30
ID-3232,30
ID-3233,30
ID-3234,36
ID-3235,58
ID-3236,NA
ID-3237,41
ID-3238,38
ID-3239,53
ID-3240,31
ID-3195,35
ID-3241,24
ID-3242,35
ID-3243,37
ID-3244,45
ID-3245,24
ID-3246,33
ID-3247,21
ID-3248,39
ID-3249,34
ID-3222,29
ID-3250,52
ID-3251,47
ID-3252,21
ID-3253,57
ID-3254,28
ID-3255,20
ID-3256,42
ID-3257,28
ID-3258,38
ID-3259,27
ID-3260,NA
ID-3261,36
ID-3262,45
ID-3263,27
ID-3264,21
ID-3265,24
ID-3267,NA
ID-3268,31
ID-3269,29
ID-3270,27
ID-3271,32
ID-3272,62
ID-3273,27
ID-3274,NA
ID-3275,34
ID-3276,38
ID-3277,43
ID-3278,24
ID-3279,28
ID-3280,40
ID-3281,21
ID-3282,32
ID-3283,54
ID-3284,NA
ID-3285,29
ID-3286,28
ID-3287,55
ID-3288,26
ID-3289,33
ID-3290,34
ID-3291,27
ID-3292,53
ID-3293,32
ID-3294,37
ID-3295,29
ID-3296,42
ID-3297,32
ID-3298,36
ID-3299,29
ID-3300,57
ID-3301,41
ID-3302,27
ID-3303,38
ID-3304,69
ID-3305,35
ID-3306,45
ID-3307,32
ID-3308,31
ID-3309,33
ID-3310,44
ID-3311,26
ID-3312,33
ID-3313,38
ID-3315,59
ID-3316,33
ID-3317,11
ID-3318,17
ID-3319,24
ID-3320,67
ID-3321,55
ID-3322,32
ID-3266,59
ID-3323,29
ID-3324,46
ID-3325,18
ID-3326,40
ID-3327,35
ID-3328,37
ID-3329,38
ID-3330,49
ID-3331,35
ID-3332,36
ID-3333,44
ID-3334,30
ID-3335,NA
ID-3336,18
ID-3337,35
ID-3339,46
ID-3340,41
ID-3341,32
ID-3342,18
ID-3343,46
ID-3344,NA
ID-3345,49
ID-3346,32
ID-3347,29
ID-3338,35
ID-3348,35
ID-3349,29
ID-3350,33
ID-3351,28
ID-3352,NA
ID-3353,33
ID-3354,43
ID-3355,24
ID-3357,56
ID-3358,33
ID-3359,40
ID-3360,49
ID-3361,25
ID-3362,NA
ID-3363,62
ID-3364,25
ID-3365,33
ID-3366,14
ID-3367,34
ID-3368,55
ID-3369,44
ID-3370,41
ID-3371,31
ID-3372,34
ID-3373,34
ID-3374,67
ID-3375,29
ID-3376,27
ID-3377,22
ID-3378,27
ID-3379,NA
ID-3380,39
ID-3381,44
ID-3382,25
ID-3383,40
ID-3384,31
ID-3385,37
ID-3386,33
ID-3387,28
ID-3388,27
ID-3389,33
ID-3390,NA
ID-3391,40
ID-3314,40
ID-3356,44
ID-3392,33
ID-3394,69
ID-3395,27
ID-3396,NA
ID-3397,28
ID-3398,18
ID-3400,26
ID-3401,43
ID-3402,37
ID-3403,50
ID-3399,36
ID-3404,45
ID-3405,33
ID-3406,38
ID-3407,38
ID-3408,30
ID-3409,23
ID-3410,24
ID-3411,34
ID-3412,35
ID-3413,32
ID-3414,14
ID-3415,50
ID-3416,41
ID-3417,31
ID-3418,27
ID-3419,33
ID-3420,31
ID-3421,35
ID-3422,31
ID-3423,28
ID-3425,43
ID-3426,32
ID-3427,22
ID-3428,32
ID-3429,39
ID-3430,22
ID-3431,31
ID-3432,25
ID-3424,28
ID-3433,27
ID-3393,54
ID-3434,21
ID-3435,65
ID-3436,NA
ID-3437,35
ID-3438,44
ID-3439,25
ID-3440,31
ID-3441,18
ID-3442,NA
ID-3443,30
ID-3444,34
ID-3445,NA
ID-3446,37
ID-3447,45
ID-3448,39
ID-3449,32
ID-3450,36
ID-3451,34
ID-3452,39
ID-3453,38
ID-3454,57
ID-3455,24
ID-3456,24
ID-3457,63
ID-3458,27
ID-3459,51
ID-3460,32
ID-3461,20
ID-3462,26
ID-3463,32
ID-3464,26
ID-3465,41
ID-3466,30
ID-3467,36
ID-3468,55
ID-3469,18
ID-3470,37
ID-3471,36
ID-3472,34
ID-3473,22
ID-3474,27
ID-3475,13
ID-3476,31
