user,age
ID-3477,19
ID-3478,46
ID-3479,34
ID-3480,47
ID-3481,29
ID-3482,45
ID-3483,22
ID-3484,33
ID-3485,67
ID-3486,44
ID-3487,29
ID-3488,43
ID-3489,26
ID-3490,36
ID-3491,28
ID-3493,40
ID-3494,35
ID-3495,26
ID-3496,41
ID-3497,NA
ID-3498,54
ID-3499,25
ID-3492,29
ID-3500,41
ID-3501,21
ID-3502,108
ID-3503,52
ID-3504,35
ID-3505,35
ID-3506,42
ID-3507,42
ID-3508,NA
ID-3509,51
ID-3510,33
ID-3511,26
ID-3512,50
ID-3513,19
ID-3514,33
ID-3515,41
ID-3516,41
ID-3517,38
ID-3518,61
ID-3519,26
ID-3520,35
ID-3521,34
ID-3522,50
ID-3523,25
ID-3524,22
ID-3525,25
ID-3526,99
ID-3527,34
ID-3528,40
ID-3529,41
ID-3530,41
ID-3531,36
ID-3532,25
ID-3533,35
ID-3534,54
ID-3535,50
ID-3536,34
ID-3537,29
ID-3538,NA
ID-3539,33
ID-3540,34
ID-3541,36
ID-3542,21
ID-3543,38
ID-3544,32
ID-3545,24
ID-3546,36
ID-3547,34
ID-3548,32
ID-3549,25
ID-3550,42
ID-3551,59
ID-3552,41
ID-3553,21
ID-3554,31
ID-3555,41
ID-3556,36
ID-3557,26
ID-3558,40
ID-3559,28
ID-3560,28
ID-3561,27
ID-3562,26
ID-3563,47
ID-3564,37
ID-3565,38
ID-3566,34
ID-3567,47
ID-3568,28
ID-3569,NA
ID-3570,39
ID-3571,25
ID-3572,27
ID-3573,32
ID-3574,31
ID-3575,NA
ID-3576,26
ID-3578,24
ID-3579,29
ID-3580,53
ID-3581,34
ID-3582,23
ID-3583,45
ID-3584,35
ID-3586,25
ID-3587,32
ID-3588,32
ID-3589,20
ID-3590,29
ID-3591,20
ID-3577,35
ID-3592,26
ID-3593,25
ID-3594,21
ID-3595,NA
ID-3596,53
ID-3597,34
ID-3598,60
ID-3585,37
ID-3599,41
ID-3600,33
ID-3601,37
ID-3602,NA
ID-3603,45
ID-3604,43
ID-3605,34
ID-3606,23
ID-3607,46
ID-3608,33
ID-3609,27
ID-3610,29
ID-3611,28
ID-3612,38
ID-3613,30
ID-3614,33
ID-3615,31
ID-3616,34
ID-3617,33
ID-3618,37
ID-3620,40
ID-3621,21
ID-3622,27
ID-3623,30
ID-3624,33
ID-3625,23
ID-3626,20
ID-3627,24
ID-3628,38
ID-3629,26
ID-3630,NA
ID-3631,50
ID-3632,26
ID-3633,37
ID-3634,31
ID-3635,45
ID-3636,35
ID-3637,36
ID-3638,NA
ID-3639,42
ID-3640,36
ID-3641,22
ID-3642,28
ID-3643,25
ID-3644,37
ID-3645,32
ID-3646,66
ID-3647,43
ID-3648,23
ID-3649,59
ID-3650,32
ID-3619,60
ID-3651,NA
ID-3652,60
ID-3653,70
ID-3654,33
ID-3655,45
ID-3656,31
ID-3657,42
ID-3658,30
ID-3659,40
ID-3660,28
ID-3661,47
ID-3662,18
ID-3663,NA
ID-3664,31
ID-3665,26
ID-3666,NA
ID-3667,28
ID-3668,45
ID-3669,33
ID-3670,46
ID-3671,36
ID-3672,31
ID-3673,41
ID-3674,30
ID-3675,31
ID-3676,35
ID-3677,24
ID-3678,24
ID-3679,38
ID-3680,46
ID-3681,61
ID-3682,20
ID-3683,28
ID-3684,10
ID-3685,35
ID-3686,28
ID-3687,22
ID-3688,45
ID-3689,27
ID-3690,32
ID-3691,40
ID-3692,25
ID-3693,30
ID-3694,NA
ID-3695,47
ID-3696,35
ID-3697,25
ID-3698,25
ID-3699,25
ID-3701,25
ID-3702,32
ID-3703,21
ID-3704,30
ID-3705,26
ID-3706,38
ID-3700,50
ID-3707,33
ID-3708,34
ID-3709,25
ID-3710,31
ID-3711,50
ID-3712,19
ID-3713,29
ID-3714,32
ID-3715,59
ID-3716,32
ID-3717,50
ID-3718,30
ID-3719,58
ID-3720,26
ID-3721,29
ID-3722,33
ID-3723,26
ID-3724,38
ID-3725,43
ID-3726,30
ID-3727,33
ID-3728,46
ID-3729,30
ID-3730,39
ID-3731,34
ID-3732,28
ID-3733,32
ID-3734,70
ID-3735,34
ID-3736,50
ID-3737,31
ID-3738,34
ID-3739,34
ID-3740,27
ID-3741,30
ID-3742,21
ID-3743,27
ID-3744,35
ID-3745,19
ID-3746,30
ID-3747,40
ID-3748,28
ID-3749,52
ID-3750,30
ID-3751,45
ID-3752,71
ID-3753,34
ID-3754,40
ID-3755,30
ID-3756,33
ID-3757,30
ID-3758,31
ID-3759,40
ID-3760,30
ID-3761,37
ID-3762,51
ID-3763,33
ID-3765,22
ID-3766,35
ID-3767,40
ID-3768,49
ID-3769,59
ID-3770,35
ID-3771,36
ID-3772,27
ID-3773,36
ID-3774,39
ID-3775,36
ID-3776,17
ID-3764,NA
ID-3777,35
ID-3778,26
ID-3779,37
ID-3780,38
ID-3781,29
ID-3782,58
ID-3783,34
ID-3784,56
ID-3785,40
ID-3786,26
ID-3788,35
ID-3789,29
ID-3790,23
ID-3791,19
ID-3792,21
ID-3793,25
ID-3794,39
ID-3795,35
ID-3796,31
ID-3797,47
ID-3798,33
ID-3799,33
ID-3800,35
ID-3787,42
ID-3801,24
ID-3802,35
ID-3803,32
ID-3804,55
ID-3805,29
ID-3806,27
ID-3807,25
ID-3808,33
ID-3809,31
ID-3810,32
ID-3811,27
ID-3812,26
ID-3813,55
ID-3814,27
ID-3815,30
ID-3816,29
ID-3817,29
ID-3818,25
ID-3819,40
ID-3820,21
ID-3821,33
ID-3822,NA
ID-3823,NA
ID-3824,30
ID-3825,42
ID-3826,31
ID-3827,36
ID-3828,31
ID-3829,37
ID-3830,49
ID-3831,46
ID-3832,34
ID-3833,33
ID-3834,26
ID-3835,24
ID-3836,28
ID-3838,25
ID-3839,26
ID-3840,44
ID-3841,27
ID-3842,22
ID-3843,32
ID-3844,33
ID-3845,NA
ID-3846,30
ID-3847,37
ID-3848,31
ID-3837,33
ID-3849,52
ID-3850,35
ID-3851,27
ID-3852,23
ID-3853,27
ID-3854,24
ID-3855,27
ID-3856,32
ID-3857,32
ID-3858,45
ID-3859,NA
ID-3860,34
ID-3861,26
ID-3862,41
ID-3863,34
ID-3864,31
ID-3865,64
ID-3866,22
ID-3867,17
ID-3868,12
ID-3869,22
ID-3870,41
ID-3871,37
ID-3872,28
ID-3873,27
ID-3874,64
ID-3875,27
ID-3876,31
ID-3877,38
ID-3878,35
ID-3879,30
ID-3880,39
ID-3881,31
ID-3882,30
ID-3883,33
ID-3884,45
ID-3885,24
ID-3886,42
ID-3887,24
ID-3888,41
ID-3889,33
ID-3890,23
ID-3891,35
ID-3892,41
ID-3893,10
ID-3894,16
ID-3895,36
ID-3896,36
ID-3897,59
ID-3898,39
ID-3899,27
ID-3900,23
ID-3901,44
ID-3902,50
ID-3903,21
ID-3904,45
ID-3905,43
ID-3906,44
ID-3907,33
ID-3908,20
ID-3909,36
ID-3910,NA
ID-3911,32
ID-3912,62
ID-3913,46
ID-3914,29
ID-3915,19
ID-3916,42
ID-3917,27
ID-3918,34
ID-3919,30
ID-3920,62
ID-3921,44
ID-3922,33
ID-3923,23
ID-3924,40
ID-3925,47
ID-3926,40
ID-3927,34
ID-3928,46
ID-3929,39
ID-3930,57
ID-3931,42
ID-3932,36
ID-3933,33
ID-3934,40
ID-3935,52
ID-3936,52
ID-3937,53
ID-3938,32
ID-3939,37
ID-3940,34
ID-3941,41
ID-3942,27
ID-3943,28
ID-3944,15
ID-3945,50
ID-3946,33
ID-3947,40
ID-3948,33
ID-3949,46
ID-3950,27
ID-3951,37
ID-3952,29
ID-3953,38
ID-3954,34
ID-3955,46
ID-3956,42
ID-3957,24
ID-3958,23
ID-3959,44
ID-3960,29
ID-3961,37
ID-3962,45
ID-3963,41
ID-3964,56
ID-3965,26
ID-3966,27
ID-3967,34
ID-3968,34
ID-3969,60
ID-3970,28
ID-3971,26
ID-3972,39
ID-3974,24
ID-3975,27
ID-3976,27
ID-3977,35
ID-3978,NA
ID-3979,26
ID-3973,32
ID-3980,57
ID-3981,45
ID-3982,24
ID-3983,53
ID-3984,27
ID-3985,30
ID-3986,20
ID-3987,29
ID-3988,31
ID-3989,34
ID-3990,39
ID-3991,22
ID-3992,25
ID-3993,29
ID-3994,35
ID-3995,34
ID-3996,44
ID-3997,28
ID-3998,29
ID-3999,38
ID-4000,35
ID-4001,26
ID-4002,25
ID-4003,46
ID-4004,26
ID-4005,42
ID-4006,16
ID-4007,29
ID-4008,32
ID-4009,20
ID-4010,54
ID-4011,29
ID-4012,21
ID-4013,44
ID-4014,24
ID-4015,41
ID-4016,20
ID-4017,35
ID-4018,33
ID-4019,38
ID-4020,47
ID-4021,27
ID-4022,19
ID-4023,29
ID-4024,41
ID-4025,32
ID-4026,46
ID-4027,33
ID-4028,27
ID-4029,27
ID-4030,43
ID-4031,26
ID-4032,31
ID-4033,53
ID-4034,31
ID-4035,34
ID-4036,40
ID-4037,NA
ID-4038,44
ID-4039,NA
ID-4040,39
ID-4041,29
ID-4042,29
ID-4043,30
ID-4044,29
ID-4045,34
ID-4046,36
ID-4047,NA
ID-4048,51
ID-4049,25
ID-4050,36
ID-4051,39
ID-4052,52
ID-4053,66
ID-4054,32
ID-4055,22
ID-4056,44
ID-4057,30
ID-4058,37
ID-4059,27
ID-4060,43
ID-4061,29
ID-4062,32
ID-4063,52
ID-4064,29
ID-4065,59
ID-4066,45
ID-1882,36
ID-1883,23
ID-1884,33
ID-1885,36
ID-4067,37
ID-4068,32
ID-4069,36
ID-4070,30
ID-4071,46
ID-4072,41
ID-4073,32
ID-4074,26
ID-4075,36
ID-4076,31
ID-4077,39
ID-4078,32
ID-4079,33
ID-4080,14
ID-4081,NA
ID-4082,22
ID-4083,39
ID-4084,36
ID-4085,48
ID-4086,47
ID-4087,32
ID-4088,40
ID-4089,26
ID-4090,52
ID-4091,31
ID-4092,27
ID-4093,34
ID-4094,58
ID-4095,24
ID-4096,39
ID-4097,45
ID-4098,29
ID-4099,45
ID-4100,35
ID-4101,33
ID-4102,45
ID-4103,19
ID-4104,38
ID-4105,27
ID-4106,31
ID-4107,19
ID-4108,NA
ID-4109,27
ID-4110,29
ID-4111,56
ID-4112,22
ID-4113,41
ID-4114,41
ID-4115,30
ID-4116,20
ID-4118,38
ID-4117,29
ID-4119,30
ID-4120,44
ID-4121,44
ID-4122,35
ID-4123,28
ID-4124,21
ID-4125,39
ID-4127,44
ID-4126,34
ID-4128,35
ID-4129,NA
ID-4130,45
ID-4131,30
ID-4132,47
ID-4133,49
ID-4134,26
ID-4135,27
ID-4136,40
ID-4137,20
ID-4138,44
ID-4139,33
ID-4140,44
ID-4141,31
ID-4142,34
ID-4143,23
ID-4144,34
ID-4145,35
ID-4923,53
ID-4924,49
ID-4925,46
ID-4926,36
ID-4927,33
ID-4928,42
ID-4929,42
ID-4930,42
ID-4931,29
ID-4932,34
ID-4933,29
ID-4934,29
ID-4935,35
ID-4936,37
ID-4937,40
ID-4938,50
ID-4939,43
ID-4940,31
ID-4941,56
ID-4942,54
ID-4943,28
ID-4944,25
ID-4946,37
ID-4945,18
ID-4947,37
ID-4948,25
ID-4949,47
ID-4950,21
ID-4951,47
ID-4952,51
ID-4953,36
ID-4954,39
ID-4955,NA
ID-4956,46
ID-4957,NA
ID-4958,30
ID-4959,30
ID-4960,53
ID-4961,18
ID-4962,34
ID-4963,45
ID-4964,28
ID-4965,22
ID-4966,39
ID-4967,51
ID-4968,45
ID-4969,43
ID-4970,58
ID-4971,24
ID-4972,46
ID-4973,31
ID-4974,44
ID-4975,40
ID-4977,32
ID-4978,27
ID-4979,42
ID-4980,17
ID-4981,59
ID-4976,43
ID-4982,29
ID-4983,38
ID-4984,46
ID-4985,43
ID-4986,29
ID-4987,30
ID-4988,27
ID-4989,27
ID-4990,NA
ID-4991,15
ID-4992,34
ID-4993,28
ID-4994,52
ID-4995,25
ID-4996,23
ID-4997,32
ID-4998,49
ID-4999,49
ID-5000,36
ID-5001,28
ID-5002,NA
ID-5003,85
ID-5004,26
ID-5005,27
ID-5006,39
ID-5007,40
ID-5008,15
ID-5009,38
ID-5010,34
ID-5011,36
ID-5012,36
ID-5013,NA
ID-5014,20
ID-5015,47
ID-5016,41
ID-5017,38
ID-5018,33
ID-5019,32
ID-5020,20
ID-5021,30
ID-5022,42
ID-5023,51
ID-5024,33
ID-5025,50
ID-5026,65
ID-5027,37
ID-5028,42
ID-5029,31
ID-5030,43
ID-5031,28
ID-5032,37
ID-5033,25
ID-5034,41
ID-5035,48
ID-5036,42
ID-5037,37
ID-5038,55
ID-5039,36
ID-5040,39
ID-5041,35
ID-5042,51
ID-5043,36
ID-5044,22
ID-5045,28
ID-5046,33
ID-5047,NA
ID-5048,34
ID-5049,32
ID-5050,33
ID-5051,38
ID-5052,43
ID-5053,42
ID-5054,34
ID-5055,32
ID-5056,39
ID-5057,45
ID-5058,31
ID-5059,41
ID-5060,NA
ID-5061,27
ID-5062,46
ID-5063,42
ID-5064,24
ID-5065,37
ID-5066,42
ID-5067,37
ID-5068,21
ID-5069,60
ID-5070,31
ID-5071,27
ID-5072,34
ID-5073,38
ID-5074,39
ID-5075,43
ID-5077,30
ID-5078,33
ID-5079,30
ID-5080,18
ID-5081,43
ID-5082,39
ID-5083,36
ID-5084,13
ID-5085,20
ID-5086,32
ID-5087,42
ID-5088,45
ID-5089,55
ID-5090,NA
ID-5091,12
ID-5092,34
ID-5093,31
ID-5094,30
ID-5095,NA
ID-5096,29
ID-5097,40
ID-5098,36
ID-5099,43
ID-5100,26
ID-5101,30
ID-5102,31
ID-5103,48
ID-5104,50
ID-5105,27
ID-5106,18
ID-5107,45
ID-5108,32
ID-5109,33
ID-5110,44
ID-5111,26
ID-5112,34
ID-5113,41
ID-5115,38
ID-5116,42
ID-5117,36
ID-5114,41
ID-5118,55
ID-5119,31
ID-5120,39
ID-5121,35
ID-5122,31
ID-5123,22
ID-5124,35
ID-5125,45
ID-5126,32
ID-5127,30
ID-5128,67
ID-5129,35
ID-5130,32
ID-5131,36
ID-5132,37
ID-5133,16
ID-5134,43
ID-5135,31
ID-5136,35
ID-5137,22
ID-5138,28
ID-5139,NA
ID-5140,39
ID-5141,33
ID-5142,26
ID-5143,30
ID-5144,45
ID-5145,37
ID-5146,30
ID-5147,42
ID-5148,49
ID-5149,38
ID-5150,47
ID-5151,NA
ID-5152,31
ID-5153,38
ID-5155,29
ID-5154,35
ID-5156,50
ID-5157,40
ID-5158,26
ID-5159,38
ID-5160,32
ID-5161,34
ID-5162,30
ID-5163,30
ID-5164,49
ID-5165,28
ID-5166,56
ID-5167,40
ID-5168,36
ID-5169,28
ID-5170,48
ID-5171,33
ID-5172,25
ID-5173,27
ID-5174,26
ID-5175,16
ID-5176,17
ID-5177,33
ID-5178,39
ID-5179,42
ID-5180,36
ID-5181,49
ID-5182,51
ID-5183,31
ID-5184,30
ID-5185,33
ID-5186,23
ID-5187,21
ID-5188,31
ID-5189,40
ID-5190,31
ID-5191,29
ID-5192,28
ID-5076,29
ID-5193,45
ID-5194,52
ID-5195,46
ID-5196,43
ID-5197,42
ID-5198,24
ID-5199,45
ID-5200,34
ID-5201,26
ID-5202,39
ID-5203,52
ID-5204,27
ID-5205,52
ID-5206,33
ID-5207,24
ID-5208,37
ID-5209,37
ID-5210,28
ID-5211,35
ID-5212,35
ID-5213,34
ID-5214,36
ID-5215,28
ID-5216,43
ID-5217,43
ID-5218,33
ID-5219,31
ID-5220,36
ID-5221,62
ID-5222,NA
ID-5223,31
ID-5224,45
ID-5225,28
ID-5226,21
ID-5227,51
ID-5228,45
ID-5229,26
ID-5230,38
ID-5231,29
ID-5232,27
ID-5233,52
ID-5234,33
ID-5235,31
ID-5236,32
ID-5237,30
ID-5238,45
ID-5239,36
ID-5240,37
ID-5241,31
ID-5242,28
ID-5243,32
ID-5244,51
ID-5245,38
ID-5246,27
ID-5247,22
ID-5248,40
ID-5249,25
ID-5250,45
ID-5251,23
ID-5252,30
ID-5253,25
ID-5254,29
ID-5255,46
ID-5256,24
ID-5257,55
ID-5258,46
ID-5259,35
ID-5260,31
ID-5261,38
ID-5262,29
ID-5263,56
ID-5264,37
ID-5265,40
ID-5266,31
ID-5267,24
ID-5268,46
ID-5269,45
ID-5270,26
ID-5271,31
ID-5272,40
ID-5273,58
ID-5274,30
ID-5275,25
ID-5276,37
ID-5277,32
ID-5278,16
ID-5279,44
ID-5280,31
ID-5281,34
ID-5282,27
ID-5283,39
ID-5284,44
ID-5285,34
ID-5286,38
ID-5287,45
ID-5288,25
ID-5289,32
ID-5290,33
ID-5291,38
ID-5292,31
ID-5293,32
ID-5294,42
ID-5295,45
ID-5296,33
ID-5297,20
ID-5298,24
ID-5299,34
ID-5300,40
ID-5301,31
ID-5302,36
ID-5303,33
ID-5304,NA
ID-5305,45
ID-5306,34
ID-5307,29
ID-5308,56
ID-5309,54
ID-5310,30
ID-5311,21
ID-5312,24
ID-5313,55
ID-5314,17
ID-5315,48
ID-5316,33
ID-5317,39
ID-5318,46
ID-5319,27
ID-5320,36
ID-5321,NA
ID-5322,50
ID-5323,31
ID-5324,36
ID-5325,28
ID-5326,39
ID-5327,25
ID-5328,32
ID-5329,29
ID-5330,34
ID-5331,25
ID-5332,40
ID-5333,21
ID-5334,53
ID-5335,38
ID-5336,49
ID-5337,30
ID-5338,38
ID-5339,40
ID-5340,41
ID-5341,28
ID-5342,35
ID-5343,31
ID-5344,28
ID-5345,25
ID-5346,52
ID-5347,53
ID-5348,30
ID-5349,24
ID-5350,28
ID-5351,30
ID-5352,32
ID-5353,47
ID-5354,28
ID-5355,27
ID-4146,35
ID-4147,42
ID-4148,45
ID-4149,16
ID-4150,34
ID-4151,48
ID-4152,31
ID-4153,38
ID-4154,35
ID-4155,40
ID-4156,55
ID-4157,34
ID-4158,58
ID-4159,32
ID-4160,30
ID-4161,33
ID-4162,30
ID-4163,24
ID-4164,29
ID-4165,27
ID-4166,34
ID-4167,25
ID-4168,29
ID-4169,30
ID-4170,37
ID-4171,29
ID-4172,28
ID-4173,25
ID-4174,32
ID-4175,37
ID-4176,35
ID-4177,29
ID-4178,38
ID-5356,33
ID-5357,42
ID-5358,40
ID-5359,45
ID-5360,NA
ID-5361,27
ID-5362,23
ID-5363,25
ID-5364,38
ID-5365,35
ID-5366,36
ID-5367,36
ID-5368,32
ID-5369,NA
ID-5370,21
ID-5371,28
ID-5373,24
ID-5372,37
ID-5374,29
ID-5375,44
ID-5376,33
ID-5377,45
ID-5378,13
ID-5379,43
ID-5380,42
ID-5381,35
ID-5382,45
ID-5383,44
ID-5384,29
ID-5385,26
ID-5386,NA
ID-5387,34
ID-5388,27
ID-5389,27
ID-5390,32
ID-5391,19
ID-5392,27
ID-5393,43
ID-4179,31
ID-4180,65
ID-4181,31
ID-4182,37
ID-4183,33
ID-4184,58
ID-4185,30
ID-4186,33
ID-4187,35
ID-4188,27
ID-4189,30
ID-4190,28
ID-4191,36
ID-4192,35
ID-4193,20
ID-4194,34
ID-4195,26
ID-4196,35
ID-4197,49
ID-4198,28
ID-4199,28
ID-4200,24
ID-4201,34
ID-4202,43
ID-4203,34
ID-4204,31
ID-4205,NA
ID-4206,28
ID-4207,35
ID-4208,32
ID-4209,38
ID-4210,43
ID-4211,52
ID-4212,29
ID-4213,28
ID-4214,66
ID-4215,31
ID-4216,31
ID-4217,32
ID-4218,37
ID-4219,40
ID-4220,50
ID-4221,26
ID-4222,32
ID-4223,21
ID-4224,36
ID-4225,27
ID-4226,32
ID-4227,28
ID-4228,54
ID-4229,31
ID-4230,NA
ID-4231,28
ID-4232,43
ID-4233,29
ID-4234,32
ID-4235,37
ID-4236,53
ID-4237,26
ID-4238,40
ID-4239,27
ID-4240,26
ID-4241,30
ID-4242,29
ID-4243,45
ID-4244,37
ID-4245,30
ID-4246,27
ID-4247,43
ID-4248,44
ID-4249,32
ID-4250,NA
ID-4251,38
ID-4252,50
ID-4253,34
ID-4254,32
ID-4255,38
ID-4256,35
ID-4257,25
ID-4258,34
ID-4259,56
ID-4260,27
ID-4261,24
ID-4262,40
ID-4263,39
ID-4264,33
ID-4265,27
ID-4266,31
ID-4267,31
ID-4268,45
ID-4269,18
ID-4270,41
ID-4271,40
ID-4272,32
ID-4273,27
ID-4274,29
ID-4275,45
ID-4276,40
ID-4278,22
ID-4277,34
ID-4279,28
ID-4280,29
ID-4281,35
ID-4282,25
ID-4283,38
ID-4284,39
ID-4285,44
ID-4286,57
ID-4287,28
ID-4288,26
ID-4289,26
ID-4290,35
ID-4291,NA
ID-4292,21
ID-4293,53
ID-4294,40
ID-4295,34
ID-4296,38
ID-4297,40
ID-4298,28
ID-4299,26
ID-4300,43
ID-4301,28
ID-4302,26
ID-4303,28
ID-4304,23
ID-4305,29
ID-4308,29
ID-4309,38
ID-4310,61
ID-4311,40
ID-4312,21
ID-4313,26
ID-4307,30
ID-4314,28
ID-4315,30
ID-4316,35
ID-4317,35
ID-4318,35
ID-4319,28
ID-4320,41
ID-4321,27
ID-4322,28
ID-4323,35
ID-4324,28
ID-4325,51
ID-4306,35
ID-4326,34
ID-4327,42
ID-4328,30
ID-4330,43
ID-4331,41
ID-4332,NA
ID-4333,31
ID-4334,26
ID-4329,41
ID-4335,37
ID-4336,50
ID-4337,33
ID-4338,51
ID-4339,28
ID-4340,41
ID-4341,28
ID-4342,48
ID-4343,36
ID-4344,31
ID-4345,36
ID-4346,61
ID-4347,46
ID-4348,28
ID-4349,26
ID-4350,40
ID-4351,34
ID-4352,65
ID-4353,21
ID-4354,43
ID-4355,36
ID-4356,37
ID-4357,37
ID-4358,24
ID-4359,NA
ID-4360,31
ID-4361,36
ID-4362,31
ID-4363,27
ID-4364,27
ID-4365,45
ID-4366,37
ID-4367,44
ID-4368,30
ID-4369,38
ID-4370,32
ID-4371,29
ID-4372,35
ID-4373,36
ID-4374,51
ID-4375,35
ID-4376,41
ID-4377,58
ID-4378,40
ID-4379,43
ID-4380,32
ID-4381,25
ID-4382,35
ID-4383,30
ID-4384,33
ID-4385,32
ID-4386,32
ID-4387,46
ID-4388,23
ID-4389,38
ID-4390,33
ID-4391,24
ID-4392,48
ID-4393,46
ID-4394,8
ID-4395,44
ID-4396,45
ID-4397,29
ID-4398,47
ID-4399,30
ID-4400,20
ID-4401,21
ID-4402,42
ID-4403,30
ID-4404,20
ID-4405,29
ID-4406,21
ID-4407,31
ID-4408,33
ID-4409,43
ID-4410,47
ID-4411,22
ID-4412,31
ID-4413,47
ID-4414,NA
ID-4415,32
ID-4416,54
ID-4417,38
ID-4418,57
ID-4419,32
ID-4420,34
ID-4421,27
ID-4422,38
ID-4423,35
ID-4424,36
ID-4425,33
ID-4426,33
ID-4427,53
ID-4428,36
ID-4429,24
ID-4430,36
ID-4431,37
ID-4432,27
ID-4433,49
ID-4434,NA
ID-4435,33
ID-4436,31
ID-4437,35
ID-4438,32
ID-4439,44
ID-4440,13
ID-4441,36
ID-4442,32
ID-4443,30
ID-4444,34
ID-4445,51
ID-4446,48
ID-4447,60
ID-4448,42
ID-4449,36
ID-4450,42
ID-4451,22
ID-4452,33
ID-4453,NA
ID-4454,46
ID-4455,33
ID-4456,27
ID-4457,30
ID-4458,30
ID-4459,35
ID-4460,38
ID-4461,26
ID-4462,31
ID-4463,NA
ID-4464,25
ID-4465,31
ID-4466,39
ID-4467,31
ID-4468,37
ID-4469,51
ID-4470,45
ID-4471,25
ID-4472,35
ID-4473,48
ID-4474,37
ID-4475,34
ID-4476,26
ID-4477,29
ID-4478,33
ID-4479,34
ID-4480,NA
ID-4481,63
ID-4482,31
ID-4483,59
ID-4484,39
ID-4485,31
ID-4486,37
ID-4487,46
ID-4488,30
ID-4489,34
ID-4490,29
ID-4491,50
ID-4492,41
ID-4493,50
ID-4494,26
ID-4495,22
ID-4496,32
ID-4497,47
ID-4498,23
ID-4499,40
ID-4500,30
ID-4501,NA
ID-4502,37
ID-4503,27
ID-4504,25
ID-4505,24
ID-4506,35
ID-4507,35
ID-4508,29
ID-4509,35
ID-4510,32
ID-4511,32
ID-4512,28
ID-4513,39
ID-4514,23
ID-4515,40
ID-4516,34
ID-4517,45
ID-4518,28
ID-4519,34
ID-4520,37
ID-4521,35
ID-4522,31
ID-4523,45
ID-4524,27
ID-4525,45
ID-4526,40
ID-4527,26
ID-4528,34
ID-4529,59
ID-4530,25
ID-4531,32
ID-4532,34
ID-4533,28
ID-4534,35
ID-4535,30
ID-4536,41
ID-4537,28
ID-4538,29
ID-4539,58
ID-4540,28
ID-4541,23
ID-4542,NA
ID-4543,21
ID-4544,32
ID-4545,33
ID-4546,30
ID-4547,30
ID-4548,36
ID-4549,33
ID-4550,34
ID-4551,30
ID-4552,42
ID-4553,25
ID-4554,33
ID-4555,32
ID-4556,49
ID-4557,39
ID-4558,44
ID-4559,35
ID-4560,17
ID-4561,30
ID-4562,36
ID-4563,35
ID-4564,42
ID-4565,42
ID-4566,29
ID-4567,22
ID-4568,27
ID-4569,29
ID-4570,42
ID-4571,38
ID-4572,46
ID-4573,28
ID-4574,28
ID-4575,50
ID-4576,26
ID-4577,41
ID-4578,35
ID-4579,34
ID-4580,52
ID-4581,36
ID-4582,44
ID-4583,45
ID-4584,25
ID-4585,NA
ID-4586,27
ID-4587,32
ID-4588,45
ID-4589,12
ID-4590,28
ID-4591,22
ID-4592,35
ID-4593,NA
ID-4594,23
ID-4595,28
ID-4596,NA
ID-4597,35
ID-4598,34
ID-4599,33
ID-4600,46
ID-4601,49
ID-4602,31
ID-4603,55
ID-4604,27
ID-4605,16
ID-4606,33
ID-4607,22
ID-4608,30
ID-4609,30
ID-4610,29
ID-4611,40
ID-4612,49
ID-4613,35
ID-4614,39
ID-4615,23
ID-4616,NA
ID-4617,30
ID-4618,33
ID-4620,32
ID-4621,46
ID-4622,32
ID-4623,26
ID-4624,31
ID-4625,47
ID-4626,20
ID-4627,58
ID-4628,NA
ID-4629,24
ID-4630,35
ID-4631,31
ID-4632,32
ID-4633,30
ID-4619,51
ID-4634,29
ID-4635,29
ID-4636,36
ID-4637,26
ID-4638,34
ID-4639,28
ID-4640,34
ID-4641,28
ID-4642,29
ID-4643,33
ID-4644,34
ID-4645,49
ID-4646,19
ID-4647,52
ID-4648,40
ID-4649,29
ID-4650,19
ID-4651,39
ID-4652,26
ID-4653,45
ID-4654,42
ID-4655,56
ID-4656,9
ID-4657,23
ID-4658,33
ID-4659,45
ID-4660,26
ID-4661,41
ID-4662,42
ID-4663,34
ID-4664,37
ID-4665,23
ID-4666,24
ID-4667,35
ID-4668,33
ID-4669,35
ID-4671,50
ID-4672,42
ID-4673,57
ID-4674,35
ID-4675,24
ID-4670,26
ID-4676,33
ID-4677,40
ID-4678,25
ID-4679,NA
ID-4680,42
ID-4681,NA
ID-4682,26
ID-4683,55
ID-4684,97
ID-4685,NA
ID-4686,67
ID-4687,NA
ID-4688,44
ID-4689,47
ID-4690,34
ID-4691,62
ID-4692,67
ID-4693,26
ID-4694,32
ID-4695,22
ID-4696,32
ID-4697,60
ID-4698,29
ID-4699,46
ID-4700,39
ID-4701,33
ID-4702,30
ID-4703,44
ID-4704,38
ID-4705,33
ID-4706,35
ID-4707,28
ID-4708,32
ID-4709,41
ID-4710,38
ID-4711,30
ID-4712,29
ID-4713,36
ID-4714,30
ID-4715,62
ID-4716,36
ID-4717,33
ID-4718,29
ID-4719,54
ID-4720,67
ID-4721,21
ID-4722,57
ID-4723,NA
ID-4724,28
ID-4725,36
ID-4726,32
ID-4727,27
ID-4728,26
ID-4729,38
ID-4730,32
ID-4731,42
ID-4732,46
ID-4733,38
ID-4734,34
ID-4735,31
ID-4736,30
ID-4737,27
ID-4738,38
ID-4739,39
ID-4740,65
ID-4741,30
ID-4742,33
