user,n_mints
ID-3449,7
ID-3450,7
ID-3451,0
ID-3452,NA
ID-3453,32
ID-3454,22
ID-3455,3
ID-3456,NA
ID-3457,NA
ID-3458,5
ID-3459,9
ID-3460,3
ID-3461,3
ID-3462,2
ID-3463,7
ID-3464,7
ID-3465,2
ID-3466,8
ID-3467,NA
ID-3468,0
ID-3469,2
ID-3470,3
ID-3471,5
ID-3472,NA
ID-3473,8
ID-3474,34
ID-3475,NA
ID-3476,4
ID-3477,99998
ID-3478,7
ID-3479,4
ID-3480,5
ID-3481,6
ID-3482,2
ID-3483,4
ID-3484,6
ID-3485,10
ID-3486,9
ID-3487,3
ID-3488,NA
ID-3489,12
ID-3490,7
ID-3491,7
ID-3493,5
ID-3494,NA
ID-3495,15
ID-3496,23
ID-3497,4
ID-3498,NA
ID-3499,4
ID-3492,NA
ID-3500,3
ID-3501,13
ID-3502,1
ID-3503,7
ID-3504,0
ID-3505,5
ID-3506,7
ID-3507,0
ID-3508,NA
ID-3509,0
ID-3510,8
ID-3511,NA
ID-3512,14
ID-3513,5
ID-3514,6
ID-3515,5
ID-3516,7
ID-3517,7
ID-3518,43
ID-3519,3
ID-3520,3
ID-3521,3
ID-3522,12
ID-3523,5
ID-3524,5
ID-3525,5
ID-3526,10
ID-3527,4
ID-3528,7
ID-3529,NA
ID-3530,5
ID-3531,NA
ID-3532,20
ID-3533,5
ID-3534,8
ID-3535,7
ID-3536,4
ID-3537,1
ID-3538,3
ID-3539,3
ID-3540,8
ID-3541,3
ID-3542,17
ID-3543,0
ID-3544,2
ID-3545,6
ID-3546,6
ID-3547,42
ID-3548,34
ID-3549,3
ID-3550,5
ID-3551,8
ID-3552,16
ID-3553,3
ID-3554,8
ID-3555,11
ID-3556,4
ID-3557,2
ID-3558,8
ID-3559,NA
ID-3560,0
ID-3561,22
ID-3562,17
ID-3563,NA
ID-3564,7
ID-3565,5
ID-3566,0
ID-3567,5
ID-3568,0
ID-3569,4
ID-3570,3
ID-3571,8844
ID-3572,2
ID-3573,12
ID-3574,42
ID-3575,11
ID-3576,3
ID-3578,666
ID-3579,7
ID-3580,7
ID-3581,7
ID-3582,9
ID-3583,5
ID-3584,4
ID-3586,0
ID-3587,2
ID-3588,7
ID-3589,NA
ID-3590,5
ID-3591,42
ID-3577,5
ID-3592,3
ID-3593,6
ID-3594,4
ID-3595,NA
ID-3596,3
ID-3597,15
ID-3598,5
ID-3585,NA
ID-3599,7
ID-3600,42
ID-3601,4
ID-3602,5
ID-3603,NA
ID-3604,0
ID-3605,4
ID-3606,23
ID-3607,NA
ID-3608,18
ID-3609,4
ID-3610,9
ID-3611,NA
ID-3612,0
ID-3613,5
ID-3614,8
ID-3615,3
ID-3616,3
ID-3617,17
ID-3618,3
ID-3620,2
ID-3621,12
ID-3622,7
ID-3623,45
ID-3624,8
ID-3625,52
ID-3626,4
ID-3627,NA
ID-3628,7
ID-3629,9
ID-3630,37
ID-3631,6
ID-3632,5
ID-3633,12
ID-3634,8
ID-3635,5
ID-3636,7
ID-3637,1
ID-3638,5
ID-3639,5
ID-3640,2365891
ID-3641,8
ID-3642,37
ID-3643,5
ID-3644,3
ID-3645,0
ID-3646,42
ID-3647,3
ID-3648,0
ID-3649,42
ID-3650,4
ID-3619,1
ID-3651,NA
ID-3652,10
ID-3653,5
ID-3654,5
ID-3655,5
ID-3656,4
ID-3657,84
ID-3658,NA
ID-3659,0
ID-3660,0
ID-3661,42
ID-3662,7
ID-3663,NA
ID-3664,0
ID-3665,0
ID-3666,12
ID-3667,397
ID-3668,5
ID-3669,5
ID-3670,5
ID-3671,5
ID-3672,42
ID-3673,3
ID-3674,NA
ID-3675,26
ID-3676,2
ID-3677,4
ID-3678,4
ID-3679,7
ID-3680,0
ID-3681,11
ID-3682,0
ID-3683,12
ID-3684,56
ID-3685,2
ID-3686,57
ID-3687,9
ID-3688,0
ID-3689,3
ID-3690,4
ID-3691,4
ID-3692,7
ID-3693,9
ID-3694,NA
ID-3695,NA
ID-3696,0
ID-3697,24
ID-3698,0
ID-3699,8
ID-3701,8
ID-3702,2
ID-3703,7
ID-3704,NA
ID-3705,14
ID-3706,5
ID-3700,NA
ID-3707,4
ID-3708,5
ID-3709,7
ID-3710,1000000
ID-3711,0
ID-3712,42
ID-3713,5
ID-3714,15
ID-3715,NA
ID-3716,2
ID-3717,3
ID-3718,5
ID-3719,7
ID-3720,0
ID-3721,3
ID-3722,5
ID-3723,5
ID-3724,3
ID-3725,3
ID-3726,5
ID-3727,6
ID-3728,42
ID-3729,3
ID-3730,3
ID-3731,7
ID-3732,5
ID-3733,8
ID-3734,16
ID-3735,3
ID-3736,5
ID-3737,4
ID-3738,0
ID-3739,27
ID-3740,2
ID-3741,6
ID-3742,9
ID-3743,0
ID-3744,NA
ID-3745,15
ID-3746,5
ID-3747,4
ID-3748,3
ID-3749,6
ID-3750,5
ID-3751,NA
ID-3752,0
ID-3753,5
ID-3754,2473
ID-3755,3
ID-3756,6
ID-3757,13
ID-3758,5
ID-3759,0
ID-3760,2
ID-3761,2
ID-3762,12
ID-3763,4
ID-3765,0
ID-3766,0
ID-3767,3
ID-3768,0
ID-3769,18
ID-3770,5
ID-3771,NA
ID-3772,4
ID-3773,NA
ID-3774,2
ID-3775,NA
ID-3776,8
ID-3764,2
ID-3777,4
ID-3778,7
ID-3779,0
ID-3780,3
ID-3781,4
ID-3782,8
ID-3783,7
ID-3784,6
ID-3785,7
ID-3786,0
ID-3788,NA
ID-3789,8745
ID-3790,3
ID-3791,7
ID-3792,6
ID-3793,NA
ID-3794,4
ID-3795,4
ID-3796,4
ID-3797,NA
ID-3798,1
ID-3799,4
ID-3800,0
ID-3787,3
ID-3801,NA
ID-3802,3
ID-3803,4
ID-3804,NA
ID-3805,2
ID-3806,4
ID-3807,18
ID-3808,12
ID-3809,6
ID-3810,7
ID-3811,14
ID-3812,17
ID-3813,17
ID-3814,7
ID-3815,4
ID-3816,5
ID-3817,6
ID-3818,27
ID-3819,7
ID-3820,NA
ID-3821,5
ID-3822,45
ID-3823,NA
ID-3824,NA
ID-3825,5
ID-3826,4
ID-3827,7
ID-3828,7
ID-3829,3
ID-3830,10
ID-3831,0
ID-3832,3
ID-3833,8
ID-3834,0
ID-3835,6
ID-3836,3
ID-3838,3
ID-3839,0
ID-3840,5
ID-3841,2
ID-3842,7
ID-3843,0
ID-3844,1
ID-3845,NA
ID-3846,3
ID-3847,7
ID-3848,17
ID-3837,17
ID-3849,2
ID-3850,4
ID-3851,4
ID-3852,7
ID-3853,6
ID-3854,6
ID-3855,8
ID-3856,0
ID-3857,22
ID-3858,NA
ID-3859,0
ID-3860,23
ID-3861,3
ID-3862,22
ID-3863,3
ID-3864,5
ID-3865,13
ID-3866,6
ID-3867,NA
ID-3868,4
ID-3869,4
ID-3870,5
ID-3871,2
ID-3872,3
ID-3873,63
ID-3874,NA
ID-3875,4
ID-3876,2
ID-3877,5
ID-3878,3
ID-3879,9
ID-3880,NA
ID-3881,5
ID-3882,9
ID-3883,4
ID-3884,3
ID-3885,5
ID-3886,5
ID-3887,74
ID-3888,6
ID-3889,8
ID-3890,5
ID-3891,4
ID-3892,8
ID-3893,250
ID-3894,NA
ID-3895,3
ID-3896,8
ID-3897,12
ID-3898,33
ID-3899,4
ID-3900,3
ID-3901,43
ID-3902,5
ID-3903,42
ID-3904,3
ID-3905,NA
ID-3906,NA
ID-3907,17
ID-3908,0
ID-3909,3
ID-3910,1
ID-3911,NA
ID-3912,3
ID-3913,3
ID-3914,NA
ID-3915,7
ID-3916,NA
ID-3917,4
ID-3918,2
ID-3919,34
ID-3920,8
ID-3921,3
ID-3922,NA
ID-3923,0
ID-3924,3
ID-3925,4
ID-3926,7
ID-3927,8
ID-3928,7
ID-3929,3
ID-3930,5
ID-3931,9
ID-3932,1
ID-3933,6
ID-3934,4
ID-3935,3
ID-3936,3
ID-3937,4235522
ID-3938,3
ID-3939,0
ID-3940,2
ID-3941,NA
ID-3942,NA
ID-3943,5
ID-3944,23
ID-3945,8
ID-3946,6
ID-3947,8
ID-3948,7
ID-3949,5
ID-3950,0
ID-3951,4
ID-3952,768
ID-3953,15
ID-3954,0
ID-3955,9
ID-3956,42
ID-3957,3
ID-3958,8
ID-3959,16
ID-3960,5
ID-3961,9
ID-3962,4
ID-3963,13
ID-3964,3
ID-3965,6
ID-3966,9
ID-3967,42
ID-3968,6
ID-3969,5
ID-3970,NA
ID-3971,NA
ID-3972,7
ID-3974,7
ID-3975,8
ID-3976,4
ID-3977,7
ID-3978,23
ID-3979,3
ID-3973,7
ID-3980,5
ID-3981,47
ID-3982,3
ID-3983,3
ID-3984,4
ID-3985,0
ID-3986,7
ID-3987,10
ID-3988,1
ID-3989,NA
ID-3990,8
ID-3991,0
ID-3992,7
ID-3993,NA
ID-3994,7
ID-3995,6
ID-3996,13
ID-3997,7
ID-3998,5
ID-3999,1
ID-4000,7
ID-4001,18
ID-4002,6
ID-4003,2
ID-4004,82
ID-4005,3
ID-4006,9
ID-4007,3
ID-4008,0
ID-4009,5
ID-4010,42
ID-4011,55
ID-4012,3
ID-4013,3
ID-4014,3
ID-4015,5
ID-4016,8
ID-4017,4
ID-4018,3
ID-4019,0
ID-4020,5
ID-4021,3
ID-4022,2
ID-4023,8
ID-4024,5
ID-4025,5
ID-4026,5
ID-4027,NA
ID-4028,4
ID-4029,5
ID-4030,5
ID-4031,NA
ID-4032,9
ID-4033,2
ID-4034,0
ID-4035,5
ID-4036,3
ID-4037,25
ID-4038,2
ID-4039,NA
ID-4040,NA
ID-4041,NA
ID-4042,105
ID-4043,3
ID-4044,1
ID-4045,6
ID-4046,0
ID-4047,NA
ID-4048,3
ID-4049,37
ID-4050,0
ID-4051,42
ID-4052,5
ID-4053,4
ID-4054,12
ID-4055,6
ID-4056,5
ID-4057,13
ID-4058,14
ID-4059,17
ID-4060,6
ID-4061,3
ID-4062,3
ID-4063,17
ID-4064,0
ID-4065,39
ID-4066,3
ID-1882,NA
ID-1883,5
ID-1884,4
ID-1885,NA
ID-4067,NA
ID-4068,3
ID-4069,5
ID-4070,6
ID-4071,7
ID-4072,32
ID-4073,3
ID-4074,13
ID-4075,1
ID-4076,100
ID-4077,NA
ID-4078,NA
ID-4079,7
ID-4080,0
ID-4081,NA
ID-4082,6
ID-4083,4
ID-4084,1
ID-4085,6
ID-4086,7
ID-4087,7
ID-4088,3
ID-4089,NA
ID-4090,3
ID-4091,5
ID-4092,4
ID-4093,2
ID-4094,0
ID-4095,3
ID-4096,8
ID-4097,23
ID-4098,5
ID-4099,3
ID-4100,4
ID-4101,7
ID-4102,3
ID-4103,0
ID-4104,7
ID-4105,4
ID-4106,6
ID-4107,8
ID-4108,0
ID-4109,5
ID-4110,0
ID-4111,3
ID-4112,7
ID-4113,1
ID-4114,1
ID-4115,NA
ID-4116,42
ID-4118,1
ID-4117,8
ID-4119,5
ID-4120,17
ID-4121,42
ID-4122,NA
ID-4123,7
ID-4124,5
ID-4125,NA
ID-4127,3
ID-4126,3
ID-4128,17
ID-4129,7
ID-4130,3
ID-4131,666
ID-4132,5
ID-4133,0
ID-4134,4
ID-4135,2
ID-4136,7
ID-4137,NA
ID-4138,241
ID-4139,5
ID-4140,6
ID-4141,42
ID-4142,NA
ID-4143,NA
ID-4144,NA
ID-4145,12
ID-4923,5
ID-4924,4
ID-4925,3
ID-4926,4
ID-4927,3
ID-4928,NA
ID-4929,53
ID-4930,13
ID-4931,2
ID-4932,9
ID-4933,3
ID-4934,NA
ID-4935,7
ID-4936,NA
ID-4937,12
ID-4938,11
ID-4939,5
ID-4940,8
ID-4941,6
ID-4942,NA
ID-4943,9723421
ID-4944,3
ID-4946,NA
ID-4945,4
ID-4947,2
ID-4948,3
ID-4949,7
ID-4950,7
ID-4951,28
ID-4952,42
ID-4953,4
ID-4954,5
ID-4955,5
ID-4956,3
ID-4957,NA
ID-4958,5
ID-4959,NA
ID-4960,6
ID-4961,NA
ID-4962,5
ID-4963,9
ID-4964,7
ID-4965,5
ID-4966,13
ID-4967,1
ID-4968,9
ID-4969,6
ID-4970,NA
ID-4971,NA
ID-4972,3
ID-4973,5
ID-4974,0
ID-4975,6
ID-4977,42
ID-4978,7
ID-4979,7
ID-4980,5
ID-4981,42
ID-4976,3
ID-4982,NA
ID-4983,3
ID-4984,6
ID-4985,8
ID-4986,3
ID-4987,0
ID-4988,5
ID-4989,3
ID-4990,3
ID-4991,3
ID-4992,NA
ID-4993,7
ID-4994,17
ID-4995,14
ID-4996,0
ID-4997,6
ID-4998,5
ID-4999,6
ID-5000,NA
ID-5001,4
ID-5002,NA
ID-5003,6
ID-5004,4
ID-5005,57
ID-5006,6
ID-5007,2
ID-5008,5
ID-5009,32
ID-5010,7
ID-5011,666
ID-5012,0
ID-5013,7
ID-5014,7
ID-5015,4
ID-5016,5
ID-5017,5
ID-5018,3
ID-5019,3
ID-5020,152
ID-5021,0
ID-5022,NA
ID-5023,NA
ID-5024,2
ID-5025,12
ID-5026,6
ID-5027,4
ID-5028,NA
ID-5029,8
ID-5030,4
ID-5031,NA
ID-5032,NA
ID-5033,53
ID-5034,11
ID-5035,4
ID-5036,NA
ID-5037,42
ID-5038,17
ID-5039,12
ID-5040,23
ID-5041,2
ID-5042,NA
ID-5043,7
ID-5044,17
ID-5045,18
ID-5046,7
ID-5047,0
ID-5048,3
ID-5049,4
ID-5050,3
ID-5051,3
ID-5052,8
ID-5053,13
ID-5054,17
ID-5055,37
ID-5056,11
ID-5057,0
ID-5058,7
ID-5059,13
ID-5060,4
ID-5061,0
ID-5062,5
ID-5063,2
ID-5064,27
ID-5065,0
ID-5066,5
ID-5067,7
ID-5068,4
ID-5069,37
ID-5070,15
ID-5071,4
ID-5072,9
ID-5073,4
ID-5074,2
ID-5075,7
ID-5077,18
ID-5078,13
ID-5079,1
ID-5080,4
ID-5081,2
ID-5082,3
ID-5083,3
ID-5084,NA
ID-5085,5
ID-5086,7
ID-5087,5
ID-5088,5
ID-5089,4
ID-5090,3
ID-5091,6
ID-5092,4
ID-5093,8
ID-5094,7
ID-5095,42
ID-5096,3
ID-5097,9
ID-5098,5
ID-5099,4
ID-5100,5
ID-5101,NA
ID-5102,3
ID-5103,8
ID-5104,50
ID-5105,3
ID-5106,17
ID-5107,7
ID-5108,4
ID-5109,3
ID-5110,6
ID-5111,42
ID-5112,5
ID-5113,NA
ID-5115,0
ID-5116,58
ID-5117,42
ID-5114,42
ID-5118,5
ID-5119,5
ID-5120,4
ID-5121,17
ID-5122,7
ID-5123,62
ID-5124,8
ID-5125,3
ID-5126,NA
ID-5127,48
ID-5128,10
ID-5129,0
ID-5130,0
ID-5131,NA
ID-5132,5
ID-5133,15
ID-5134,0
ID-5135,23
ID-5136,4
ID-5137,5
ID-5138,3
ID-5139,NA
ID-5140,3
ID-5141,5
ID-5142,4
ID-5143,NA
ID-5144,NA
ID-5145,4
ID-5146,8
ID-5147,8
ID-5148,7
ID-5149,3
ID-5150,9
ID-5151,16
ID-5152,6
ID-5153,2
ID-5155,0
ID-5154,3
ID-5156,2
ID-5157,4
ID-5158,4
ID-5159,3
ID-5160,5
ID-5161,NA
ID-5162,4
ID-5163,0
ID-5164,69
ID-5165,NA
ID-5166,42
ID-5167,5
ID-5168,17
ID-5169,5
ID-5170,42
ID-5171,0
ID-5172,156
ID-5173,3
ID-5174,7
ID-5175,NA
ID-5176,0
ID-5177,7
ID-5178,0
ID-5179,10
ID-5180,4
ID-5181,7
ID-5182,7
ID-5183,8
ID-5184,42
ID-5185,6
ID-5186,13
ID-5187,5
ID-5188,NA
ID-5189,7
ID-5190,8
ID-5191,6
ID-5192,6
ID-5076,14
ID-5193,5
ID-5194,12
ID-5195,50
ID-5196,NA
ID-5197,NA
ID-5198,4
ID-5199,4
ID-5200,43
ID-5201,6
ID-5202,5
ID-5203,5
ID-5204,3
ID-5205,6
ID-5206,15
ID-5207,13
ID-5208,4
ID-5209,42
ID-5210,12
ID-5211,3
ID-5212,9
ID-5213,5
ID-5214,NA
ID-5215,NA
ID-5216,17
ID-5217,2
ID-5218,4
ID-5219,7
ID-5220,14
ID-5221,5
ID-5222,5
ID-5223,0
ID-5224,4
ID-5225,3
ID-5226,12
ID-5227,5
ID-5228,7
ID-5229,14
ID-5230,3
ID-5231,NA
ID-5232,1
ID-5233,7
ID-5234,5
ID-5235,10
ID-5236,6
ID-5237,8
ID-5238,7
ID-5239,25
ID-5240,0
ID-5241,23
ID-5242,5
ID-5243,13
ID-5244,3
ID-5245,5
ID-5246,5
ID-5247,5
ID-5248,5
ID-5249,42
ID-5250,17
ID-5251,NA
ID-5252,7
ID-5253,6
ID-5254,7
ID-5255,8
ID-5256,5
ID-5257,3
ID-5258,4
ID-5259,7
ID-5260,433
ID-5261,NA
ID-5262,3
ID-5263,17
ID-5264,7
ID-5265,47
ID-5266,3
ID-5267,NA
ID-5268,42
ID-5269,6
ID-5270,7
ID-5271,0
ID-5272,0
ID-5273,23
ID-5274,0
ID-5275,9
ID-5276,0
ID-5277,85
ID-5278,NA
ID-5279,NA
ID-5280,6
ID-5281,0
ID-5282,9
ID-5283,0
ID-5284,4
ID-5285,0
ID-5286,0
ID-5287,NA
ID-5288,12
ID-5289,3
ID-5290,NA
ID-5291,5
ID-5292,NA
ID-5293,7
ID-5294,0
ID-5295,5
ID-5296,0
ID-5297,5
ID-5298,5
ID-5299,6
ID-5300,7
ID-5301,5
ID-5302,4
ID-5303,4
ID-5304,5
ID-5305,6
ID-5306,2
ID-5307,17
ID-5308,4
ID-5309,12
ID-5310,0
ID-5311,6
ID-5312,6
ID-5313,NA
ID-5314,4
ID-5315,4
ID-5316,2
ID-5317,20
ID-5318,2
ID-5319,0
ID-5320,3
ID-5321,NA
ID-5322,5
ID-5323,5
ID-5324,3
ID-5325,0
ID-5326,12
ID-5327,5
ID-5328,1
ID-5329,4
ID-5330,6
ID-5331,12
ID-5332,0
ID-5333,3
ID-5334,2
ID-5335,2
ID-5336,NA
ID-5337,3
ID-5338,6
ID-5339,7
ID-5340,NA
ID-5341,8
ID-5342,12
ID-5343,3
ID-5344,NA
ID-5345,6
ID-5346,7
ID-5347,7
ID-5348,NA
ID-5349,4
ID-5350,NA
ID-5351,5
ID-5352,5
ID-5353,23
ID-5354,5
ID-5355,15
ID-4146,7
ID-4147,5
ID-4148,8
ID-4149,3
ID-4150,NA
ID-4151,3
ID-4152,3
ID-4153,7
ID-4154,2
ID-4155,0
ID-4156,NA
ID-4157,2
ID-4158,9
ID-4159,5
ID-4160,4
ID-4161,NA
ID-4162,12
ID-4163,149
ID-4164,NA
ID-4165,7
ID-4166,2
ID-4167,3
ID-4168,4
ID-4169,7
ID-4170,6
ID-4171,3
ID-4172,5
ID-4173,0
ID-4174,5
ID-4175,5
ID-4176,NA
ID-4177,3
ID-4178,3
ID-5356,11
ID-5357,NA
ID-5358,4
ID-5359,27
ID-5360,1
ID-5361,0
ID-5362,6
ID-5363,7
ID-5364,7
ID-5365,8
ID-5366,6
ID-5367,4
ID-5368,8211
ID-5369,NA
ID-5370,10
ID-5371,17
ID-5373,16
ID-5372,4
ID-5374,0
ID-5375,5
ID-5376,13
ID-5377,4
ID-5378,42
ID-5379,6
ID-5380,7
ID-5381,17
ID-5382,7
ID-5383,7
ID-5384,5
ID-5385,50
ID-5386,NA
ID-5387,5
ID-5388,NA
ID-5389,13
ID-5390,0
ID-5391,7
ID-5392,7
ID-5393,2
ID-4179,34
ID-4180,3
ID-4181,2
ID-4182,17
ID-4183,0
ID-4184,NA
ID-4185,2
ID-4186,8
ID-4187,3
ID-4188,100
ID-4189,409
ID-4190,4
ID-4191,18
ID-4192,5
ID-4193,7
ID-4194,6
ID-4195,0
ID-4196,7
ID-4197,0
ID-4198,24
ID-4199,5
ID-4200,0
ID-4201,6
ID-4202,0
ID-4203,3
ID-4204,7
ID-4205,NA
ID-4206,3
ID-4207,0
ID-4208,3
ID-4209,NA
ID-4210,3
ID-4211,4
ID-4212,7
ID-4213,0
ID-4214,5
ID-4215,2
ID-4216,7
ID-4217,NA
ID-4218,4
ID-4219,4
ID-4220,3
ID-4221,NA
ID-4222,4
ID-4223,4
ID-4224,2
ID-4225,10
ID-4226,84
ID-4227,6
ID-4228,0
ID-4229,4
ID-4230,8
ID-4231,3
ID-4232,4
ID-4233,6
ID-4234,7
ID-4235,4
ID-4236,0
ID-4237,4
ID-4238,27
ID-4239,7
ID-4240,0
ID-4241,7
ID-4242,3
ID-4243,5
ID-4244,3
ID-4245,12
ID-4246,7
ID-4247,14
ID-4248,2
ID-4249,NA
ID-4250,NA
ID-4251,NA
ID-4252,0
ID-4253,5
ID-4254,5
ID-4255,5
ID-4256,2
ID-4257,37
ID-4258,3
ID-4259,NA
ID-4260,5
ID-4261,2
ID-4262,3
ID-4263,25
ID-4264,6
ID-4265,4
ID-4266,5
ID-4267,5
ID-4268,0
ID-4269,4
ID-4270,6
ID-4271,3
ID-4272,6
ID-4273,6
ID-4274,5
ID-4275,4
ID-4276,5
ID-4278,1
ID-4277,0
ID-4279,34
ID-4280,4
ID-4281,3
ID-4282,5
ID-4283,2
ID-4284,12
ID-4285,35
ID-4286,82
ID-4287,9
ID-4288,7
ID-4289,2
ID-4290,7
ID-4291,27
ID-4292,5
ID-4293,4
ID-4294,NA
ID-4295,4
ID-4296,5
ID-4297,NA
ID-4298,0
ID-4299,75
ID-4300,3
ID-4301,17
ID-4302,47
ID-4303,3
ID-4304,5
ID-4305,8
ID-4308,5
ID-4309,NA
ID-4310,8
ID-4311,5
ID-4312,7
ID-4313,13
ID-4307,5
ID-4314,3
ID-4315,6
ID-4316,2
ID-4317,5
ID-4318,7
ID-4319,42
ID-4320,NA
ID-4321,0
ID-4322,2
ID-4323,8
ID-4324,2
ID-4325,7
ID-4306,NA
ID-4326,0
ID-4327,2
ID-4328,7
ID-4330,6
ID-4331,3
ID-4332,0
ID-4333,4
ID-4334,0
ID-4329,3
ID-4335,7
ID-4336,4
ID-4337,3
ID-4338,3
ID-4339,12
ID-4340,4
ID-4341,4
ID-4342,NA
ID-4343,3
ID-4344,99
ID-4345,0
ID-4346,2
ID-4347,3
ID-4348,5
ID-4349,3
ID-4350,3
ID-4351,3
ID-4352,6
ID-4353,6
ID-4354,2
ID-4355,2
ID-4356,0
ID-4357,4
ID-4358,5
ID-4359,4
ID-4360,NA
ID-4361,4
ID-4362,5
ID-4363,2
ID-4364,5
ID-4365,4
ID-4366,4
ID-4367,NA
ID-4368,3
ID-4369,1
ID-4370,5
ID-4371,17
ID-4372,5
ID-4373,4
ID-4374,28
ID-4375,32
ID-4376,NA
ID-4377,3
ID-4378,0
ID-4379,4
ID-4380,489
ID-4381,5
ID-4382,19
ID-4383,7
ID-4384,6
ID-4385,2
ID-4386,8
ID-4387,5
ID-4388,0
ID-4389,18
ID-4390,3
ID-4391,4
ID-4392,6
ID-4393,4
ID-4394,5
ID-4395,5
ID-4396,0
ID-4397,0
ID-4398,23
ID-4399,12
ID-4400,4
ID-4401,3
ID-4402,4
ID-4403,5
ID-4404,7
ID-4405,5
ID-4406,21
ID-4407,14
ID-4408,0
ID-4409,7
ID-4410,5
ID-4411,3
ID-4412,10
ID-4413,41
ID-4414,6
ID-4415,8
ID-4416,0
ID-4417,7
ID-4418,0
ID-4419,NA
ID-4420,8
ID-4421,5
ID-4422,3
ID-4423,5
ID-4424,8
ID-4425,3
ID-4426,3
ID-4427,NA
ID-4428,7
ID-4429,4
ID-4430,12
ID-4431,5
ID-4432,4
ID-4433,3
ID-4434,4
ID-4435,12
ID-4436,0
ID-4437,NA
ID-4438,7
ID-4439,16
ID-4440,4
ID-4441,NA
ID-4442,4
ID-4443,1
ID-4444,19
ID-4445,14
ID-4446,NA
ID-4447,11
ID-4448,3
ID-4449,2
ID-4450,12
ID-4451,2
ID-4452,23
ID-4453,7
ID-4454,0
ID-4455,15
ID-4456,9
ID-4457,0
ID-4458,5
ID-4459,5
ID-4460,4
ID-4461,NA
ID-4462,12
ID-4463,5
ID-4464,8
ID-4465,7
ID-4466,4
ID-4467,7
ID-4468,7
ID-4469,0
ID-4470,7
ID-4471,NA
ID-4472,24
ID-4473,NA
ID-4474,47
ID-4475,0
ID-4476,7
ID-4477,0
ID-4478,12
ID-4479,9
ID-4480,4
ID-4481,3
ID-4482,3
ID-4483,0
ID-4484,2
ID-4485,3
ID-4486,3
ID-4487,4
ID-4488,17
ID-4489,3
ID-4490,42
ID-4491,0
ID-4492,10
ID-4493,0
ID-4494,12
ID-4495,12
ID-4496,8
ID-4497,4
ID-4498,42
ID-4499,6
ID-4500,5
ID-4501,2
ID-4502,4
ID-4503,19
ID-4504,57
ID-4505,5
ID-4506,0
ID-4507,7
ID-4508,9
ID-4509,34
ID-4510,3
ID-4511,4
ID-4512,5
ID-4513,4
ID-4514,7
ID-4515,10
ID-4516,7
ID-4517,4
ID-4518,5
ID-4519,0
ID-4520,3
ID-4521,42
ID-4522,6
ID-4523,5
ID-4524,10
ID-4525,5
ID-4526,4
ID-4527,4
ID-4528,5
ID-4529,9
ID-4530,5
ID-4531,4
ID-4532,3
ID-4533,4
ID-4534,2
ID-4535,NA
ID-4536,14
ID-4537,7
ID-4538,5
ID-4539,3
ID-4540,4
ID-4541,3
ID-4542,6
ID-4543,0
ID-4544,17
ID-4545,8
ID-4546,3
ID-4547,6
ID-4548,2
ID-4549,NA
ID-4550,4
ID-4551,10
ID-4552,10
ID-4553,40
ID-4554,3
ID-4555,500
ID-4556,42
ID-4557,NA
ID-4558,0
ID-4559,13
ID-4560,6
ID-4561,42
ID-4562,NA
ID-4563,NA
ID-4564,NA
ID-4565,4
ID-4566,4
ID-4567,NA
ID-4568,0
ID-4569,NA
ID-4570,NA
ID-4571,0
ID-4572,11
ID-4573,7
ID-4574,4
ID-4575,7
ID-4576,5
ID-4577,8
ID-4578,19
ID-4579,5
ID-4580,21
ID-4581,6
ID-4582,7
ID-4583,7
ID-4584,0
ID-4585,8
ID-4586,6
ID-4587,4
ID-4588,3
ID-4589,NA
ID-4590,7
ID-4591,3
ID-4592,0
ID-4593,10
ID-4594,4
ID-4595,4
ID-4596,3
ID-4597,5
ID-4598,12
ID-4599,5
ID-4600,7
ID-4601,5
ID-4602,8
ID-4603,5
ID-4604,58
ID-4605,6
ID-4606,NA
ID-4607,NA
ID-4608,2
ID-4609,42
ID-4610,40
ID-4611,4
ID-4612,12
ID-4613,6
ID-4614,4
ID-4615,7
ID-4616,42
ID-4617,15
ID-4618,NA
ID-4620,19
ID-4621,10
ID-4622,18
ID-4623,NA
ID-4624,7
ID-4625,42
ID-4626,7
ID-4627,6
ID-4628,NA
ID-4629,6
ID-4630,0
ID-4631,6
ID-4632,6
ID-4633,4
ID-4619,2
ID-4634,0
ID-4635,0
ID-4636,0
ID-4637,NA
ID-4638,8
ID-4639,0
ID-4640,0
ID-4641,5
ID-4642,17
ID-4643,5
ID-4644,5
ID-4645,5
ID-4646,2
ID-4647,4
ID-4648,4
ID-4649,7
ID-4650,26
ID-4651,7
ID-4652,4
ID-4653,4
ID-4654,0
ID-4655,0
ID-4656,0
ID-4657,8
ID-4658,24
ID-4659,33
ID-4660,7
ID-4661,12
ID-4662,321
ID-4663,12
ID-4664,24
ID-4665,0
ID-4666,0
ID-4667,3
ID-4668,0
ID-4669,0
ID-4671,0
ID-4672,14
ID-4673,7
ID-4674,2
ID-4675,7
ID-4670,1
ID-4676,1256
ID-4677,20365
ID-4678,5
ID-4679,5
ID-4680,12
ID-4681,5
ID-4682,7
ID-4683,4
ID-4684,68
ID-4685,NA
ID-4686,NA
ID-4687,4
ID-4688,13
ID-4689,3
ID-4690,4
ID-4691,7
ID-4692,0
ID-4693,0
ID-4694,6
ID-4695,5
ID-4696,2
