user,n_mints
ID-1641,NA
ID-1642,27
ID-1643,5
ID-1644,NA
ID-1645,8
ID-1646,21
ID-1647,0
ID-1648,2
ID-1649,NA
ID-1650,413
ID-1651,0
ID-1652,0
ID-1653,5
ID-1654,6
ID-1655,4
ID-1656,4
ID-1657,5
ID-1658,0
ID-1659,7
ID-1660,13
ID-1661,NA
ID-1663,7
ID-1664,7
ID-1665,5
ID-1666,0
ID-1667,8
ID-1662,8
ID-1668,8
ID-1669,8
ID-1670,4
ID-1671,3
ID-1672,3
ID-1673,2
ID-1674,134
ID-1675,13
ID-1676,NA
ID-1677,6
ID-1678,5
ID-1679,22
ID-1680,NA
ID-1681,7
ID-1682,4
ID-1683,1
ID-1684,5
ID-1685,3
ID-1686,NA
ID-1687,8
ID-1688,44
ID-1689,3
ID-1690,4
ID-1691,5
ID-1692,8
ID-1693,8
ID-1694,8
ID-1695,33
ID-1696,7
ID-1697,NA
ID-1698,2
ID-1699,7
ID-1700,7
ID-1701,9
ID-1702,3
ID-1703,NA
ID-1704,7
ID-1705,4
ID-1706,7
ID-1707,12
ID-1708,7
ID-1709,5
ID-1710,2
ID-1711,7
ID-1712,27
ID-1713,5
ID-1714,6
ID-1794,14
ID-1795,3
ID-1808,5
ID-1809,NA
ID-1810,7
ID-1811,5
ID-1812,7
ID-1813,7
ID-1814,NA
ID-1815,NA
ID-1816,7
ID-1817,6
ID-1818,12
ID-1819,12
ID-1820,3
ID-1821,4
ID-1822,NA
ID-1823,15
ID-1824,5
ID-1825,7
ID-1826,69
ID-1827,15
ID-1828,7
ID-1829,9
ID-1830,2
ID-1831,16
ID-1832,5
ID-1833,NA
ID-1834,23
ID-1835,NA
ID-1836,5
ID-1837,0
ID-1838,42
ID-1839,20
ID-1840,0
ID-1841,3
ID-1842,3
ID-1843,3
ID-1844,4
ID-1845,NA
ID-1846,69
ID-1847,6
ID-1848,1
ID-1849,24
ID-1850,5
ID-1851,7
ID-1852,NA
ID-1853,0
ID-1854,5
ID-1855,6
ID-1856,42
ID-1857,NA
ID-1858,6
ID-1796,5
ID-1859,3
ID-1860,NA
ID-1861,37
ID-1862,42
ID-1863,4
ID-1864,42
ID-1865,5
ID-1866,4
ID-1867,5
ID-1868,37
ID-1869,5
ID-1870,12
ID-1871,12
ID-1872,4
ID-1873,NA
ID-1874,3
ID-1875,4
ID-1876,NA
ID-1877,37
ID-1878,30
ID-1879,12
ID-1880,5
ID-1881,5
ID-1797,0
ID-1798,5
ID-1799,0
ID-1800,7
ID-1801,4
ID-1802,5
ID-1803,4
ID-1804,40
ID-1805,2
ID-1806,5
ID-1807,89
ID-1886,NA
ID-1887,0
ID-1888,3
ID-1889,7
ID-1890,6
ID-1891,3
ID-1892,6
ID-1893,7
ID-1894,5
ID-1895,12
ID-1896,6
ID-1897,7
ID-1898,9
ID-1899,4
ID-1900,3
ID-1901,34
ID-1902,7
ID-1903,11
ID-1904,8
ID-1905,12
ID-1906,NA
ID-1907,7
ID-1908,5
ID-1909,6
ID-1910,8
ID-1911,5
ID-1912,3
ID-1913,10
ID-1914,138
ID-1915,5
ID-1916,8
ID-1917,3
ID-1918,0
ID-1919,4
ID-1920,32
ID-1921,4
ID-1922,6
ID-1923,3
ID-1924,5
ID-1925,6
ID-1926,5
ID-1927,4
ID-1928,42
ID-1929,13
ID-1930,23
ID-1931,3
ID-1932,9
ID-1933,5
ID-1934,11
ID-1935,5
ID-1936,4
ID-1937,NA
ID-1938,25
ID-1939,57
ID-1940,3
ID-1941,NA
ID-1942,12
ID-1943,4
ID-1944,14
ID-1945,5
ID-1946,4
ID-1947,3
ID-1948,1
ID-1949,5
ID-1950,7
ID-1951,18
ID-1952,4
ID-1953,0
ID-1954,NA
ID-1955,42
ID-1956,NA
ID-1957,NA
ID-1958,3
ID-1959,1
ID-1960,16
ID-1961,5
ID-1962,5
ID-1963,6
ID-1964,0
ID-1965,1247
ID-1966,42
ID-1967,16
ID-1968,6
ID-1969,5
ID-1970,7
ID-1971,3
ID-1972,2
ID-1973,2
ID-1974,4
ID-1975,42
ID-1976,0
ID-1977,42
ID-1978,3
ID-1979,7
ID-1980,0
ID-1981,12
ID-1982,6
ID-1983,NA
ID-1984,0
ID-1985,7
ID-1986,2
ID-1987,7
ID-1988,2
ID-1989,7
ID-1990,17
ID-1991,11
ID-1992,14
ID-1993,12
ID-1994,0
ID-1995,8
ID-1996,9
ID-1997,5
ID-1998,2
ID-1999,4
ID-2000,11
ID-2001,52
ID-2002,4
ID-2003,6
ID-2004,5
ID-2005,12
ID-2006,4
ID-2007,3
ID-2008,0
ID-2009,37
ID-2010,12
ID-2011,42
ID-2012,6
ID-2013,8
ID-2014,7
ID-2015,4
ID-2016,56
ID-2017,5
ID-2018,0
ID-2019,12
ID-2020,5
ID-2021,4
ID-2022,12
ID-2023,4
ID-2024,NA
ID-2025,4
ID-2026,3
ID-2027,34
ID-2028,18
ID-2029,3
ID-2030,NA
ID-2031,5
ID-2032,55
ID-2033,5
ID-2034,4
ID-2035,26
ID-2036,NA
ID-2037,3
ID-2038,7
ID-2039,8
ID-2040,6
ID-2041,12
ID-2042,8
ID-2043,7
ID-2044,5
ID-2045,0
ID-2046,7
ID-2047,0
ID-2048,4
ID-2049,11
ID-2050,0
ID-2051,42
ID-2052,7
ID-2053,8
ID-2054,NA
ID-2055,4
ID-2056,32
ID-2057,44
ID-2058,4
ID-2059,6
ID-2060,2
ID-2061,3
ID-2062,42
ID-2063,0
ID-2064,7
ID-2065,3
ID-2066,11
ID-2067,NA
ID-2068,0
ID-2069,20
ID-2070,8
ID-2071,77
ID-2072,7
ID-2073,5
ID-2074,7
ID-2075,8
ID-2076,5
ID-2077,7
ID-2078,3
ID-2079,13
ID-2080,4
ID-2081,0
ID-2082,7
ID-2083,23
ID-2084,3
ID-2085,0
ID-2086,NA
ID-2087,10
ID-2088,3
ID-2089,6
ID-2090,6
ID-2091,3
ID-2092,5
ID-2093,0
ID-2094,3
ID-2095,29
ID-2096,7
ID-2097,11
ID-2098,4
ID-2099,3
ID-2100,5
ID-2101,9
ID-2102,0
ID-2103,2
ID-2104,NA
ID-2105,3
ID-2106,4
ID-2107,18
ID-2108,7
ID-2109,8
ID-2110,NA
ID-2111,5
ID-2112,11
ID-2113,NA
ID-2114,12
ID-2115,6
ID-2116,3
ID-2117,3
ID-2118,3
ID-2119,4
ID-2120,8
ID-2121,4
ID-2122,7
ID-2123,2
ID-2124,11
ID-2125,3
ID-2126,2
ID-2127,5
ID-2128,53
ID-2129,4
ID-2130,3
ID-2131,6
ID-2132,NA
ID-2133,45
ID-2134,4
ID-2135,2
ID-2136,37
ID-2137,2
ID-2138,7
ID-2139,0
ID-2140,8
ID-2141,5
ID-2142,4
ID-2143,NA
ID-2144,18
ID-2145,3
ID-2146,16
ID-2147,3
ID-2148,9
ID-2149,4
ID-2150,3
ID-2151,3
ID-2152,5
ID-2153,2
ID-2154,5
ID-2155,6
ID-2156,5
ID-2157,2
ID-2158,4
ID-2159,5
ID-2160,0
ID-2161,3
ID-2162,NA
ID-2163,6
ID-2164,5
ID-2165,42
ID-2166,7
ID-2167,7
ID-2168,3
ID-2169,17
ID-2170,6
ID-2171,1
ID-2172,4
ID-2173,42
ID-2174,2
ID-2175,3
ID-2176,12
ID-2177,1
ID-2178,5
ID-2179,1
ID-2180,4
ID-2181,27
ID-2182,5
ID-2183,4
ID-2184,17
ID-2185,0
ID-2186,3
ID-2187,7
ID-2188,4
ID-2189,NA
ID-2190,4
ID-2191,5
ID-2192,8
ID-2193,666
ID-2194,13
ID-2195,6
ID-2196,5
ID-2197,8
ID-2198,3
ID-2199,5
ID-2200,5
ID-2201,0
ID-2202,5
ID-2203,666
ID-2204,20
ID-2205,73
ID-2206,NA
ID-2207,6
ID-2208,14
ID-2209,5
ID-2210,NA
ID-2211,3
ID-2212,13
ID-2213,0
ID-2214,35
ID-2215,5
ID-2216,0
ID-2217,15
ID-2218,42
ID-2219,42
ID-2220,0
ID-2221,4
ID-2222,4
ID-2223,4
ID-2224,5
ID-2225,9
ID-2226,4
ID-2227,3
ID-2228,2
ID-2229,7
ID-2230,8
ID-2231,3
ID-2232,7
ID-2233,42
ID-2234,7
ID-2235,0
ID-2236,37
ID-2237,17
ID-2238,4
ID-2239,5
ID-2240,8
ID-2241,15
ID-2242,NA
ID-2243,3
ID-2244,7
ID-2245,10
ID-2246,0
ID-2247,NA
ID-2248,8
ID-2249,5
ID-2250,5
ID-2251,5
ID-2252,3
ID-2254,6
ID-2255,3
ID-2256,48713
ID-2253,5
ID-2257,17343234
ID-2258,69
ID-2259,7
ID-2260,6
ID-2261,7
ID-2262,6
ID-2263,5
ID-2264,3
ID-2265,5
ID-2266,19
ID-2267,6
ID-2268,3
ID-2269,0
ID-2270,4
ID-2271,5
ID-2272,13
ID-2273,6
ID-2274,36
ID-2275,NA
ID-2276,14
ID-2277,5
ID-2278,3
ID-2279,NA
ID-2280,0
ID-2281,4
ID-2282,8
ID-2283,NA
ID-2284,3
ID-2285,NA
ID-2286,NA
ID-2287,4
ID-2288,5
ID-2289,2
ID-2290,12
ID-2291,6
ID-2292,6
ID-2293,5
ID-2294,12
ID-2295,3
ID-2296,69
ID-2297,6
ID-2298,4
ID-2299,6
ID-2300,7
ID-2301,0
ID-2302,2
ID-2303,7
ID-2304,2
ID-2305,72
ID-2306,0
ID-2307,5
ID-2308,5
ID-2309,17
ID-2310,4
ID-2311,69
ID-2312,3
ID-2313,42
ID-2314,11
ID-2315,3
ID-2316,0
ID-2317,2
ID-2318,24
ID-2319,3
ID-2321,0
ID-2322,NA
ID-2323,12
ID-2320,4
ID-2324,6
ID-2325,6
ID-2326,5
ID-2327,7
ID-2328,2
ID-2329,NA
ID-2330,NA
ID-2331,7
ID-2332,5
ID-2333,3
ID-2334,4
ID-2335,12
ID-2336,7
ID-2337,7
ID-2338,3
ID-2339,15
ID-2340,8
ID-2341,0
ID-2342,13
ID-2343,NA
ID-2344,3
ID-2345,69
ID-2346,7
ID-2347,0
ID-2348,2
ID-2349,NA
ID-2350,3
ID-2351,4
ID-2352,NA
ID-2353,28
ID-2354,7
ID-2355,4
ID-2356,3
ID-2357,3
ID-2358,3
ID-2359,0
ID-2361,7
ID-2362,4
ID-2363,8
ID-2364,8
ID-2365,NA
ID-2366,0
ID-2367,4
ID-2360,11
ID-2368,7
ID-2369,0
ID-2370,0
ID-2371,4
ID-2372,6
ID-2373,NA
ID-2374,3
ID-2375,7
ID-2376,5
ID-2377,0
ID-2378,5
ID-2379,4
ID-2380,4
ID-2381,23
ID-2382,4
ID-2383,1
ID-2384,12
ID-2385,2
ID-2386,6
ID-2387,27
ID-2388,4
ID-2389,0
ID-2390,13
ID-2391,NA
ID-2392,417
ID-2393,4
ID-2394,0
ID-2395,3
ID-2396,2
ID-2397,1
ID-2398,3
ID-2399,3
ID-2400,3
ID-2401,12
ID-2402,6
ID-2403,4
ID-2404,5
ID-2405,5
ID-2406,47
ID-2407,10
ID-2408,10
ID-2409,5
ID-2410,NA
ID-2411,3
ID-2412,NA
ID-2413,5
ID-2414,NA
ID-2415,5
ID-2416,7
ID-2417,2
ID-2418,2
ID-2419,0
ID-2420,NA
ID-2421,23
ID-2422,NA
ID-2423,5
ID-2424,0
ID-2425,3
ID-2426,21
ID-2427,1
ID-2428,5
ID-2429,42
ID-2430,30
ID-2431,13
ID-2432,3
ID-2433,11
ID-2434,9
ID-2435,13
ID-2436,3
ID-2437,0
ID-2438,3
ID-2439,3
ID-2440,NA
ID-2441,4
ID-2442,3
ID-2443,8
ID-2446,7
ID-2444,4
ID-2445,10
ID-2447,3
ID-2448,0
ID-2449,4
ID-2450,2
ID-2451,2
ID-2452,42
ID-2453,NA
ID-2454,8
ID-2455,69
ID-2456,3
ID-2457,5
ID-2458,NA
ID-2459,8
ID-2460,0
ID-2461,4
ID-2464,NA
ID-2463,5
ID-2465,8
ID-2466,156248
ID-2467,7
ID-2468,NA
ID-2469,NA
ID-2470,7
ID-2471,6
ID-2472,7
ID-2473,4
ID-2474,12
ID-2475,7
ID-2476,4
ID-2477,6
ID-2478,4
ID-2479,4
ID-2480,53
ID-2481,8
ID-2482,8
ID-2483,0
ID-2462,8
ID-2484,4
ID-2485,69
ID-2486,7
ID-2487,4
ID-2488,7
ID-2489,7
ID-2490,15
ID-2491,0
ID-2492,10
ID-2493,5
ID-2494,0
ID-2495,5
ID-2496,3
ID-2497,15
ID-2498,13
ID-2500,5
ID-2501,5
ID-2502,8
ID-2503,8
ID-2505,3
ID-2504,5
ID-2506,9
ID-2507,5
ID-2508,4
ID-2509,5
ID-2510,3
ID-2499,10
ID-2511,5
ID-2512,4
ID-2513,3
ID-2514,3
ID-2515,3
ID-2516,3
ID-2517,23
ID-2518,2
ID-2519,2
ID-2520,0
ID-2521,8
ID-2522,NA
ID-2523,2
ID-2524,14
ID-2525,8
ID-2526,6
ID-2527,4
ID-2528,5000
ID-2529,3
ID-2530,NA
ID-2531,NA
ID-2532,5
ID-2533,73
ID-2534,4
ID-2535,4
ID-2536,14
ID-2537,8
ID-2538,NA
ID-2539,3
ID-2540,8
ID-2541,7
ID-2542,NA
ID-2543,17
ID-2544,NA
ID-2545,42
ID-2546,3
ID-2547,0
ID-2548,0
ID-2549,15
ID-2550,0
ID-2551,0
ID-2552,4
ID-2553,0
ID-2554,5
ID-2555,23
ID-2556,7
ID-2557,NA
ID-2558,5
ID-2559,4
ID-2560,8
ID-2561,8
ID-2562,22
ID-2563,5
ID-2564,4
ID-2565,1
ID-2566,3
ID-2567,2
ID-2568,21
ID-2569,7
ID-2570,6
ID-2571,6
ID-2572,NA
ID-2573,5
ID-2574,13
ID-2575,2
ID-2576,3
ID-2577,4
ID-2578,17
ID-2579,3
ID-2580,7
ID-2581,9
ID-2582,NA
ID-2583,7
ID-2584,4
ID-2585,4
ID-2586,3
ID-2587,18
ID-2588,4
ID-2589,3
ID-2590,6
ID-2591,28
ID-2592,5
ID-2593,7
ID-2594,3
ID-2595,11
ID-2596,3
ID-2597,0
ID-2598,2
ID-2599,3
ID-2600,4
ID-2601,5
ID-2602,3
ID-2603,13
ID-2604,2
ID-2605,6
ID-2606,5
ID-2607,42
ID-2609,17
ID-2608,5
ID-2610,42
ID-2611,3
ID-2612,0
ID-2613,NA
ID-2614,4
ID-2615,66
ID-2616,5
ID-2617,5
ID-2618,0
ID-2619,7
ID-2620,8
ID-2621,6
ID-2622,3
ID-2623,17
ID-2624,11
ID-2625,5
ID-2626,4
ID-2627,NA
ID-2628,4
ID-2629,5
ID-2630,5
ID-2631,NA
ID-2632,12
ID-2633,23
ID-2634,12
ID-2635,25
ID-2636,6
ID-2637,6
ID-2638,5
ID-2639,17
ID-2640,0
ID-2641,2
ID-2642,12
ID-2643,5
ID-2644,6
ID-2645,5
ID-2646,NA
ID-2647,26
ID-2648,3
ID-2649,5
ID-2650,7
ID-2651,2
ID-2652,4
ID-2653,5
ID-2654,5
ID-2655,4
ID-2656,8
ID-2657,0
ID-2658,4
ID-2659,7
ID-2660,9
ID-2661,6
ID-2662,5
ID-2663,5
ID-2664,31
ID-2665,13
ID-2666,14
ID-2667,NA
ID-2668,1
ID-2669,10
ID-2670,56
ID-2671,4
ID-2672,0
ID-2673,12
ID-2674,17
ID-2675,4
ID-2676,NA
ID-2677,7
ID-2678,6
ID-2679,NA
ID-2680,2
ID-2681,4
ID-2682,0
ID-2683,NA
ID-2684,NA
ID-2685,2
ID-2686,5
ID-2688,7
ID-2689,NA
ID-2690,NA
ID-2691,NA
ID-2692,NA
ID-2693,17
ID-2694,5
ID-2695,450
ID-2696,3
ID-2697,NA
ID-2698,45
ID-2699,5
ID-2700,NA
ID-2701,6
ID-2702,NA
ID-2703,2
ID-2704,73
ID-2705,5
ID-2706,5
ID-2707,7
ID-2708,0
ID-2709,3
ID-2710,24
ID-2711,8
ID-2712,12
ID-2713,12
ID-2714,0
ID-2715,3
ID-2716,3
ID-2717,0
ID-2718,3
ID-2719,23
ID-2720,5
ID-2721,2
ID-2687,8
ID-2723,7
ID-2724,NA
ID-2725,NA
ID-2726,4
ID-2727,14
ID-2728,6
ID-2729,14
ID-2730,6
ID-2731,8
ID-2732,7
ID-2733,2
ID-2734,3
ID-2735,5
ID-2736,3
ID-2722,7
ID-2737,3
ID-2738,5
ID-2739,12
ID-2740,NA
ID-2741,5
ID-2742,NA
ID-2743,4
ID-2744,4
ID-2745,7
ID-2746,3
ID-2747,41
ID-2748,4
ID-2749,2
ID-2750,6
ID-2751,4
ID-2752,5
ID-2754,0
ID-2755,5
ID-2756,5
ID-2757,0
ID-2758,0
ID-2759,17
ID-2760,4
ID-2761,5
ID-2762,6
ID-2763,3
ID-2764,0
ID-2765,24
ID-2766,7
ID-2767,42
ID-2768,4
ID-2769,5
ID-2770,42
ID-2771,6
ID-2772,4
ID-2773,13
ID-2774,3
ID-2775,3
ID-2776,6
ID-2777,NA
ID-2778,9
ID-2779,0
ID-2780,5
ID-2781,6
ID-2782,0
ID-2783,25
ID-2784,15
ID-2785,NA
ID-2786,1
ID-2787,5
ID-2788,7
ID-2789,13
ID-2790,5
ID-2791,5
ID-2792,4
ID-2793,42
ID-2794,3
ID-2795,7
ID-2796,17
ID-2797,34
ID-2798,12
ID-2799,0
ID-2753,11
ID-2800,18
ID-2801,4
ID-2802,0
ID-2803,4
ID-2804,4
ID-2805,6
ID-2806,12
ID-2807,17
ID-2808,0
ID-2809,7
ID-2810,15
ID-2811,NA
ID-2812,5
ID-2813,4
ID-2814,12
ID-2815,0
ID-2816,3
ID-2817,5
ID-2818,13
ID-2819,7
ID-2820,3
ID-2821,6
ID-2822,57
ID-2823,8
ID-2824,5
ID-2825,3
ID-2826,3
ID-2827,14
ID-2828,7
ID-2829,68
ID-2830,NA
ID-2831,7
ID-2832,13
ID-2833,8
ID-2834,NA
ID-2835,12
ID-2836,19
ID-2837,5
ID-2838,0
ID-2839,3
ID-2840,11
ID-2841,NA
ID-2842,NA
ID-2843,4
ID-2844,7
ID-2845,42
ID-2846,8
ID-2848,3
ID-2849,27
ID-2850,1
ID-2851,4
ID-2852,3
ID-2853,5
ID-2854,6
ID-2855,NA
ID-2856,7
ID-2857,NA
ID-2858,4
ID-2859,5
ID-2860,8
ID-2861,5
ID-2862,2
ID-2863,NA
ID-2864,56
ID-2865,37
ID-2866,17
ID-2847,4
ID-2867,5
ID-2868,7
ID-2869,42
ID-2870,8
ID-2871,NA
ID-2872,7
ID-2873,1
ID-2874,3
ID-2875,4
ID-2876,42
ID-2877,13
ID-2878,6
ID-2879,5
ID-2880,NA
ID-2881,12
ID-2882,8
ID-2883,0
ID-2884,NA
ID-2885,NA
ID-2886,45
ID-2887,53
ID-2888,6
ID-2889,5
ID-2890,6
ID-2891,11
ID-2892,12
ID-2893,4
ID-2894,0
ID-2895,0
ID-2896,2
ID-2897,14
ID-2898,7
ID-2899,42
ID-2900,0
ID-2901,6
ID-2902,4
ID-2903,4
ID-2904,5
ID-2905,NA
ID-2906,3
ID-2907,5
ID-2908,12
ID-2909,4
ID-2910,3
ID-2911,6
ID-2912,NA
ID-2913,6
ID-2914,13
ID-2915,6
ID-2916,5
ID-2917,7
ID-2918,83
ID-2919,7
ID-2920,16
ID-2921,12
ID-2922,7
ID-2923,0
ID-2924,2
ID-2925,7
ID-2926,4
ID-2927,4
ID-2928,4
ID-2929,3
ID-2930,0
ID-2931,4
ID-2932,0
ID-2933,5
ID-2934,5
ID-2935,12
ID-2936,NA
ID-2937,7
ID-2938,5
ID-2939,2
ID-2940,9
ID-2941,17
ID-2942,NA
ID-2943,1
ID-2944,8
ID-2945,7
ID-2946,8
ID-2947,3
ID-2948,0
ID-2949,4
ID-2950,4
ID-2951,0
ID-2952,3
ID-2953,3
ID-2954,2
ID-2955,24
ID-2956,13
ID-2957,12
ID-2958,3
ID-2959,5
ID-2960,5
ID-2961,9
ID-2962,2
ID-2963,37
ID-2964,42
ID-2965,0
ID-2966,17
ID-2967,1
ID-2968,7
ID-2969,42
ID-2970,2
ID-2971,8
ID-2972,4
ID-2973,2
ID-2974,14
ID-2975,3
ID-2976,3
ID-2977,5
ID-2978,4
ID-2979,5
ID-2980,7
ID-2981,6
ID-2982,4
ID-2983,999
ID-2984,3
ID-2985,4
ID-2986,56
ID-2987,3
ID-2988,5
ID-2989,0
ID-2990,72
ID-2991,27
ID-2992,6
ID-2993,784
ID-2994,7
ID-2995,0
ID-2996,69
ID-2997,5
ID-2998,5
ID-2999,4
ID-3000,NA
ID-3002,12
ID-3003,60
ID-3004,0
ID-3005,3
ID-3006,2
ID-3007,7
ID-3008,5
ID-3009,NA
ID-3010,3
ID-3011,4
ID-3012,3
ID-3013,0
ID-3014,2
ID-3015,45
ID-3016,12
ID-3017,5
ID-3018,0
ID-3019,32
ID-3020,14
ID-3001,14
ID-3021,7
ID-3022,17
ID-3023,1000000000
ID-3024,3
ID-3025,27
ID-3026,NA
ID-3027,6
ID-3028,NA
ID-3029,NA
ID-3030,5
ID-3031,5
ID-3032,3
ID-3033,8
ID-3034,0
ID-3035,0
ID-3036,7
ID-3037,0
ID-3038,5
ID-3039,NA
ID-3040,2
ID-3041,4
ID-3042,8
ID-3043,NA
ID-3044,0
ID-3045,5
ID-3046,NA
ID-3047,3
ID-3048,0
ID-3049,8
ID-3050,5
ID-3051,NA
ID-3052,25
ID-3053,4
ID-3054,4
ID-3055,12
ID-3056,44
ID-3057,4
ID-3058,4
ID-3059,NA
ID-3060,24
ID-3061,NA
ID-3062,8
ID-3063,5
ID-3064,2
ID-3065,4
ID-3066,8
ID-3067,3
ID-3068,11
ID-3069,5
ID-3070,5
ID-3071,73
ID-3072,4
ID-3073,7
ID-3074,0
ID-3075,6
ID-3076,NA
ID-3077,6
ID-3078,7
ID-3079,18
ID-3080,5
ID-3081,8
ID-3082,7
ID-3083,8
ID-3084,NA
ID-3085,32
ID-3086,6
ID-3087,0
ID-3088,NA
ID-3089,14
ID-3090,9
ID-3091,5
ID-3092,2
ID-3093,7
ID-3094,5
ID-3095,6
ID-3096,4
ID-3097,5
ID-3098,3
ID-3099,14
ID-3100,NA
ID-3101,NA
ID-3102,3
ID-3104,69
ID-3105,1
ID-3106,0
ID-3107,4
ID-3103,7
ID-3108,17
ID-3109,0
ID-3110,12
ID-3111,13
ID-3112,32
ID-3113,3
ID-3114,NA
ID-3115,NA
ID-3116,2
ID-3117,3
ID-3118,5
ID-3119,871
ID-3120,3
ID-3121,9
ID-3122,4
ID-3123,12
ID-3124,14
ID-3125,NA
ID-3126,0
ID-3127,0
ID-3128,0
ID-3129,9
ID-3130,15
ID-3131,4
ID-3132,6
ID-3133,3
ID-3134,NA
ID-3136,0
ID-3137,4
ID-3138,0
ID-3139,5
ID-3140,1
ID-3141,5
ID-3142,9
ID-3143,1
ID-3144,5
ID-3145,42
ID-3146,5
ID-3147,4
ID-3148,NA
ID-3149,3
ID-3150,4
ID-3151,5
ID-3152,8
ID-3153,NA
ID-3135,NA
ID-3154,27
ID-3156,8
ID-3157,12
ID-3158,7
ID-3159,5
ID-3160,NA
ID-3161,7
ID-3162,45
ID-3163,42
ID-3165,6
ID-3166,7
ID-3167,7
ID-3168,5
ID-3169,NA
ID-3170,1
ID-3171,0
ID-3172,4
ID-3173,NA
ID-3174,42
ID-3175,2
ID-3176,6
ID-3177,3
ID-3178,17
ID-3179,8
ID-3180,1
ID-3181,6
ID-3182,7
ID-3183,6
ID-3184,3
ID-3185,5
ID-3186,9
ID-3187,4
ID-3188,12
ID-3189,7
ID-3190,6
ID-3191,NA
ID-3192,42
ID-3193,3
ID-3194,7
ID-3196,NA
ID-3197,5
ID-3198,15
ID-3164,4
ID-3199,NA
ID-3200,4
ID-3201,0
ID-3202,4
ID-3203,7
ID-3204,11
ID-3205,42
ID-3206,7
ID-3207,5
ID-3208,7
ID-3209,3
ID-3210,3
ID-3211,19
ID-3212,12
ID-3213,1
ID-3214,10
ID-3215,8
ID-3216,NA
ID-3217,5
ID-3218,14
ID-3219,12
ID-3220,42
ID-3221,2
ID-3223,NA
ID-3224,2
ID-3155,NA
ID-3225,6
ID-3226,78
ID-3227,2
ID-3228,5
ID-3229,10
ID-3230,19
ID-3231,7
ID-3232,NA
ID-3233,13
ID-3234,2
ID-3235,11
ID-3236,NA
ID-3237,NA
ID-3238,5
ID-3239,5
ID-3240,6
ID-3195,4
ID-3241,NA
ID-3242,3
ID-3243,6
ID-3244,6
ID-3245,NA
ID-3246,NA
ID-3247,NA
ID-3248,0
ID-3249,7
ID-3222,4
ID-3250,6
ID-3251,42
ID-3252,0
ID-3253,5
ID-3254,6
ID-3255,22
ID-3256,0
ID-3257,NA
ID-3258,NA
ID-3259,4
ID-3260,27
ID-3261,4
ID-3262,8
ID-3263,0
ID-3264,12
ID-3265,12
ID-3267,14
ID-3268,3
ID-3269,42
ID-3270,0
ID-3271,4
ID-3272,53
ID-3273,0
ID-3274,NA
ID-3275,2
ID-3276,7
ID-3277,5
ID-3278,NA
ID-3279,12
ID-3280,3
ID-3281,67
ID-3282,72
ID-3283,0
ID-3284,2
ID-3285,82
ID-3286,7
ID-3287,3
ID-3288,8
ID-3289,13
ID-3290,15
ID-3291,4
ID-3292,7
ID-3293,3
ID-3294,12
ID-3295,3
ID-3296,15
ID-3297,3
ID-3298,5
ID-3299,42
ID-3300,7
ID-3301,5
ID-3302,12
ID-3303,6
ID-3304,37
ID-3305,37
ID-3306,4
ID-3307,10
ID-3308,NA
ID-3309,7
ID-3310,0
ID-3311,7
ID-3312,3
ID-3313,6
ID-3315,NA
ID-3316,3
ID-3317,8
ID-3318,12
ID-3319,7
ID-3320,6
ID-3321,9
ID-3322,8
ID-3266,NA
ID-3323,4
ID-3324,37
ID-3325,4
ID-3326,0
ID-3327,0
ID-3328,4
ID-3329,0
ID-3330,45
ID-3331,7
ID-3332,4
ID-3333,NA
ID-3334,4
ID-3335,3
ID-3336,3
ID-3337,0
ID-3339,4
ID-3340,4
ID-3341,8
ID-3342,5
ID-3343,NA
ID-3344,7
ID-3345,16
ID-3346,4
ID-3347,4
ID-3338,4
ID-3348,5
ID-3349,13
ID-3350,34
ID-3351,5
ID-3352,NA
ID-3353,NA
ID-3354,0
ID-3355,42
ID-3357,5
ID-3358,5
ID-3359,1
ID-3360,3
ID-3361,4
ID-3362,0
ID-3363,6
ID-3364,23
ID-3365,5
ID-3366,4
ID-3367,12
ID-3368,42
ID-3369,7
ID-3370,5
ID-3371,5
ID-3372,6
ID-3373,4
ID-3374,0
ID-3375,0
ID-3376,6
ID-3377,12
ID-3378,NA
ID-3379,3
ID-3380,5
ID-3381,8
ID-3382,4
ID-3383,14
ID-3384,7
ID-3385,5
ID-3386,0
ID-3387,6
ID-3388,NA
ID-3389,8
ID-3390,24
ID-3391,4
ID-3314,5
ID-3356,2
ID-3392,NA
ID-3394,9
ID-3395,3
ID-3396,NA
ID-3397,NA
ID-3398,4
ID-3400,3
ID-3401,5
ID-3402,14
ID-3403,NA
ID-3399,5
ID-3404,2
ID-3405,8
ID-3406,4
ID-3407,3
ID-3408,7
ID-3409,7
ID-3410,6
ID-3411,3
ID-3412,472
ID-3413,3
ID-3414,5
ID-3415,14
ID-3416,5
ID-3417,6
ID-3418,11
ID-3419,5
ID-3420,NA
ID-3421,47
ID-3422,5
ID-3423,NA
ID-3425,23
ID-3426,15
ID-3427,7
ID-3428,NA
ID-3429,43
ID-3430,27
ID-3431,5
ID-3432,42
ID-3424,6
ID-3433,12
ID-3393,4
ID-3434,7
ID-3435,3
ID-3436,52
ID-3437,15
ID-3438,4
ID-3439,20
ID-3440,5
ID-3441,3
ID-3442,4
ID-3443,12
ID-3444,4
ID-3445,NA
ID-3446,6
ID-3447,3
ID-3448,NA
